"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mim_morbid_descrip","ncbi_name"
"CCDC50",451.939840109832,-0.363221769025596,0.120230849976384,-3.02103635711584,0.00251911110116852,0.0426028653685755,"DEAFNESS__AUTOSOMAL_DOMINANT_44__DFNA44","coiled-coil_domain_containing_50"
"CCDC58",259.014346730505,0.443041633934435,0.127879392038935,3.46452721482711,0.000531164392122621,0.0163578960018504,".","coiled-coil_domain_containing_58"
"CCDC91",366.835582975507,-0.501801718737611,0.136347474877061,-3.68031545278023,0.000232945598579657,0.0101499178280691,".","coiled-coil_domain_containing_91"
"CCL5",3231.61385679084,0.406416039926161,0.122991491390124,3.30442403236681,0.000951717649956724,0.0235055413645252,".","chemokine__C-C_motif__ligand_5"
"CCNB2",444.403777815061,0.4072278273743,0.128316500538345,3.17362011639811,0.00150550593267687,0.0310948806484664,".","cyclin_B2"
"CCRN4L",490.254547417045,-0.809779343495596,0.151056494129183,-5.36077146609184,8.28672970686423e-08,8.26849890150913e-05,".","CCR4_carbon_catabolite_repression_4-like__S._cerevisiae"
"CCT6P1",26.7828364312472,-1.20943987116588,0.313821801085333,-3.85390647489469,0.000116248015889202,0.00662812972881406,".","chaperonin_containing_TCP1__subunit_6__zeta__pseudogene_1"
"CD99",1008.15831690359,0.383528048107759,0.106468082149972,3.60228192677987,0.000315435991218279,0.0120974889203245,".","CD99_molecule"
"CD99P1",77.897009205929,-0.779442672913278,0.226227857075758,-3.44538768562115,0.000570240887545731,0.0170355196884171,".","CD99_molecule_pseudogene_1"
"CDC123",712.56811070324,0.279764589827899,0.0899965408323333,3.10861492275698,0.00187966527960095,0.0357925575569815,".","cell_division_cycle_123"
"CDC27",766.332680374024,0.385333838073279,0.101417491219616,3.79948107017213,0.000144999386716822,0.00763892834992219,".","cell_division_cycle_27"
"CDIPT",458.682160107275,0.520223859305492,0.124424805619479,4.18103011465784,2.90191423492274e-05,0.00268104631815362,".","CDP-diacylglycerol--inositol_3-phosphatidyltransferase"
"CDK17",461.658653760697,-0.3833113108232,0.130305595152412,-2.94163355284062,0.00326486024621372,0.0497544791987704,".","cyclin-dependent_kinase_17"
"CDK2",249.093260449125,0.419116009282836,0.136294048461036,3.07508665283102,0.00210441402884432,0.0383172320799428,".","cyclin-dependent_kinase_2"
"CDK5RAP2",199.54962212893,0.588331003036053,0.128595996632261,4.57503358147667,4.76143606672853e-06,0.000842013569056618,"MICROCEPHALY_3__PRIMARY__AUTOSOMAL_RECESSIVE__MCPH3","CDK5_regulatory_subunit_associated_protein_2"
"CDKN1A",1600.15426758866,-0.36677168511043,0.0859056478605061,-4.26947114939399,1.95936990525602e-05,0.00211767534858423,".","cyclin-dependent_kinase_inhibitor_1A__p21__Cip1"
"CDKN1B",175.072002635515,-0.57950262222564,0.168341189696333,-3.44242917179682,0.000576514813516722,0.0171204309799698,"MULTIPLE_ENDOCRINE_NEOPLASIA__TYPE_IV__MEN4","cyclin-dependent_kinase_inhibitor_1B__p27__Kip1"
"CDKN2AIP",98.7985951698182,-0.488189526712961,0.160437716097742,-3.0428601116183,0.00234341242075985,0.0408786173677304,".","CDKN2A_interacting_protein"
"CELF1",304.215180481,-0.39107331810329,0.112198852756854,-3.48553758344378,0.0004911492232073,0.0156571468024359,".","CUGBP__Elav-like_family_member_1"
"CENPL",116.100123596948,-0.687541150395525,0.157287610197045,-4.37123527742709,1.23545575882322e-05,0.00150333872701684,".","centromere_protein_L"
"CERK",92.7071635759044,0.623794263363723,0.183909428509276,3.39185580869912,0.00069420962836043,0.0192411768660566,".","ceramide_kinase"
"CGGBP1",492.742826980525,-0.387301380794633,0.109986204786256,-3.52136326139541,0.000429334028532311,0.0145845965849432,".","CGG_triplet_repeat_binding_protein_1"
"CH25H",59.948808823267,0.902409654706332,0.213578503125829,4.22518952749979,2.38739764878447e-05,0.0023585597761952,".","cholesterol_25-hydroxylase"
"CHAMP1",203.441551205538,-0.767684378510936,0.15820655458438,-4.85241828650968,1.21965042169784e-06,0.000405655730256703,".","chromosome_alignment_maintaining_phosphoprotein_1"
"CHD2",460.278045936933,-0.495622474729216,0.127982651966138,-3.87257543983656,0.000107691327042523,0.00619913730917275,".","chromodomain_helicase_DNA_binding_protein_2"
"CHD7",69.3576075865667,-0.646415598748644,0.202953648259372,-3.18504054641351,0.00144733727958107,0.030275747118784,"CHARGE_SYNDROME,HYPOGONADOTROPIC_HYPOGONADISM_5_WITH_OR_WITHOUT_ANOSMIA__HH5,SCOLIOSIS__IDIOPATHIC__SUSCEPTIBILITY_TO__3__IS3","chromodomain_helicase_DNA_binding_protein_7"
"CHKA",79.6702732901719,-0.555526794032183,0.185384165433023,-2.99662483435182,0.00272986442299671,0.0449461291635956,".","choline_kinase_alpha"
"CIB1",1171.43345204151,0.417651092593806,0.124007860062519,3.36794048686304,0.000757319418058038,0.0203680138905205,".","calcium_and_integrin_binding_1__calmyrin"
"CKAP2",171.004982719878,-0.44208726772073,0.137617363887779,-3.2124381344874,0.00131613491007426,0.0288151897816338,".","cytoskeleton_associated_protein_2"
"CKB",261.712562497414,0.546235065957176,0.127290527285563,4.29124678485898,1.77672724454983e-05,0.00196979827179091,".","creatine_kinase__brain"
"CLASP1",96.2485132847024,-0.543959885961832,0.171613187085344,-3.16968582193698,0.0015260384544733,0.0313954880386281,".","cytoplasmic_linker_associated_protein_1"
"CLINT1",470.989179081001,-0.406243136814596,0.106328662830437,-3.82063618595896,0.000133107881002073,0.00727762479797598,".","clathrin_interactor_1"
"CLN6",488.082808163891,0.438235449663088,0.143452184939124,3.0549234913993,0.00225117941766727,0.039756226954839,"CEROID_LIPOFUSCINOSIS__NEURONAL__4A__AUTOSOMAL_RECESSIVE__CLN4A,CEROID_LIPOFUSCINOSIS__NEURONAL__6__CLN6","ceroid-lipofuscinosis__neuronal_6__late_infantile__variant"
"CLPTM1",1641.95110162825,0.332251487220995,0.0902764989592169,3.68037630005005,0.000232890016658215,0.0101499178280691,".","cleft_lip_and_palate_associated_transmembrane_protein_1"
"CNPY3",299.084388749099,0.40050021961772,0.122817795735866,3.26092987761353,0.00111047498759632,0.0263864075056132,".","canopy_FGF_signaling_regulator_3"
"COA4",228.380889712537,0.607901445568804,0.146291319052867,4.15541707809142,3.24694690984279e-05,0.00294527602421922,".","cytochrome_c_oxidase_assembly_factor_4_homolog__S._cerevisiae"
"COMMD3",325.997787522982,0.604801062672688,0.135441806919347,4.46539422670899,7.9921450123869e-06,0.00112317778779713,".","COMM_domain_containing_3"
"COPS6",1317.81346553793,0.283723006084423,0.0909546329399937,3.11939036982982,0.00181225686286651,0.0349762069200814,".","COP9_signalosome_subunit_6"
"COPZ1",1591.57209914856,0.433104830666435,0.113101810506965,3.82933596487178,0.000128489495039425,0.00720263023316507,".","coatomer_protein_complex__subunit_zeta_1"
"COX11",252.282522207058,0.410679990402946,0.127807613248518,3.21326703444803,0.00131234213666179,0.0288151897816338,".","cytochrome_c_oxidase_assembly_homolog_11__yeast"
"COX16",772.545558986292,0.487082330267945,0.130110110953645,3.74361628545133,0.000181390595625492,0.00853733661863757,".","COX16_cytochrome_c_oxidase_assembly_homolog__S._cerevisiae"
"COX17",708.579462319406,0.56125910347604,0.1244642944866,4.50939850493803,6.50116879873523e-06,0.000982858519299699,".","COX17_cytochrome_c_oxidase_copper_chaperone"
"COX19",146.395430606468,0.482389235164203,0.144285886091835,3.34328774788943,0.000827920020744859,0.0215248170625166,".","cytochrome_c_oxidase_assembly_homolog_19__S._cerevisiae"
"COX6A1",5131.50396728313,0.287362142346825,0.086010393593946,3.34101647881602,0.00083472268594352,0.0215248170625166,".","cytochrome_c_oxidase_subunit_VIa_polypeptide_1"
"COX6B1",6054.86340712958,0.491027522319449,0.116795096454177,4.20417926117385,2.62031212633552e-05,0.00253839557248309,"MITOCHONDRIAL_COMPLEX_IV_DEFICIENCY","cytochrome_c_oxidase_subunit_VIb_polypeptide_1__ubiquitous"
"CPD",409.440871963174,-0.429721171848377,0.10076130740574,-4.2647439072818,2.00131614429242e-05,0.00211767534858423,".","carboxypeptidase_D"
"CREBZF",514.604213925118,-0.471802520505554,0.13449838464456,-3.50786756102977,0.000451713866800929,0.0150742507121728,".","CREB_ATF_bZIP_transcription_factor"
"CRY1",109.475558404431,-0.661579879357517,0.203265511327859,-3.25475716483164,0.00113489359398308,0.0266375091903128,".","cryptochrome_1__photolyase-like"
"CSRNP1",196.355085228396,-0.801610335661137,0.149305711268699,-5.36891943951504,7.92097894958447e-08,8.26849890150913e-05,".","cysteine-serine-rich_nuclear_protein_1"
"CSRP1",1455.15821342603,-0.445029787652504,0.119607581258099,-3.72074899409747,0.000198632789991611,0.00909155036025822,".","cysteine_and_glycine-rich_protein_1"
"CXCL1",844.329958773853,0.467793400746106,0.130342556684027,3.58895369744908,0.000332007796626029,0.0125960980788385,".","chemokine__C-X-C_motif__ligand_1__melanoma_growth_stimulating_activity__alpha"
"CYB5B",1798.10449071434,0.473402069242571,0.127649888534481,3.70859759203547,0.000208410334593618,0.00936719963322127,".","cytochrome_b5_type_B__outer_mitochondrial_membrane"
"CYBRD1",297.120604341016,0.36418940798394,0.120597456164232,3.01987636860251,0.0025287788565879,0.0426940024213774,".","cytochrome_b_reductase_1"
"CYP1A1",88.5233495980133,-0.956133566971139,0.207241254063117,-4.61362565717703,3.9570484580902e-06,0.000774184892447529,".","cytochrome_P450__family_1__subfamily_A__polypeptide_1"
"CYTH1",178.039930276497,-0.494495467144657,0.129450484471458,-3.81995841238961,0.000133474176992344,0.00727762479797598,".","cytohesin_1"
"DAPK1",453.808586043416,0.381046517507,0.124419668582421,3.06259068078597,0.0021942998011577,0.0390977203856277,".","death-associated_protein_kinase_1"
"DCAF13",496.623956515598,0.372157262010543,0.121967152903288,3.05129088571609,0.00227859706746205,0.0401693313412303,".","DDB1_and_CUL4_associated_factor_13"
"DCTPP1",503.028021903845,0.328648592706961,0.110376439347877,2.97752486534873,0.00290586072450326,0.046540414621338,".","dCTP_pyrophosphatase_1"
"DCUN1D5",358.345194459302,0.447423021256443,0.129074065856656,3.46640526341931,0.000527467580694434,0.0162943390717308,".","DCN1__defective_in_cullin_neddylation_1__domain_containing_5"
"DDB1",1167.36291551511,0.385819426290775,0.0976864636947144,3.94956897504778,7.82920482350407e-05,0.00504143792203943,".","damage-specific_DNA_binding_protein_1__127kDa"
"DDIT3",30.6698210277398,-1.0164886695079,0.309580193505519,-3.28344219311233,0.00102547673590633,0.0250182571072556,"MYXOID_LIPOSARCOMA","DNA-damage-inducible_transcript_3"
"DDOST",1466.78275993415,0.291142875094437,0.0931995376888061,3.12386608683152,0.00178491671089359,0.0346496088352067,"CONGENITAL_DISORDER_OF_GLYCOSYLATION__TYPE_Ir__CDG1R","dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit__non-catalytic"
"DDRGK1",1012.46176169303,0.321430584214226,0.0847457926744388,3.79287955272353,0.000148910395489482,0.00763892834992219,".","DDRGK_domain_containing_1"
"DDX18",350.341871609715,0.39387771477654,0.129690474604973,3.03705970678465,0.00238898130264556,0.0411696985108764,".","DEAD__Asp-Glu-Ala-Asp__box_polypeptide_18"
"DDX39B",572.103163616454,0.366610185358142,0.12339851736504,2.97094481511175,0.00296885123062879,0.047170696782188,".","DEAD__Asp-Glu-Ala-Asp__box_polypeptide_39B"
"DDX42",496.459915389632,-0.590409253953486,0.125441898061882,-4.70663520781733,2.51838974857652e-06,0.00059014139085546,".","DEAD__Asp-Glu-Ala-Asp__box_helicase_42"
"DDX60",246.260524613133,-0.464091278342202,0.148974765128847,-3.11523416694641,0.00183798934784249,0.0351330607524375,".","DEAD__Asp-Glu-Ala-Asp__box_polypeptide_60"
"DEM1",27.7342726360194,0.907405227856276,0.294882887271791,3.07717153834,0.00208975004667398,0.0381896079958114,".","."
"DFFA",213.21788169647,0.465024619198654,0.134009341767056,3.47009106280807,0.000520281938170905,0.0162021159304252,".","DNA_fragmentation_factor__45kDa__alpha_polypeptide"
"DIP2B",118.080795269606,0.535407011929627,0.155693862662393,3.43884468388201,0.000584202301859113,0.0171498858133237,".","DIP2_disco-interacting_protein_2_homolog_B__Drosophila"
"DKK3",67.942237403702,-0.68420546256388,0.188998153379283,-3.62017009335965,0.00029440941400396,0.0117976591683996,".","dickkopf_WNT_signaling_pathway_inhibitor_3"
"DLX2",30.4132394561678,-0.837494338558849,0.28001064500009,-2.99093750010319,0.00278122410460337,0.0454948395748427,".","distal-less_homeobox_2"
"DNAAF2",128.202740193212,-0.476562304170153,0.154955979041952,-3.07546896297,0.00210171801571672,0.0383172320799428,"CILIARY_DYSKINESIA__PRIMARY__10__CILD10","dynein__axonemal__assembly_factor_2"
"DNAJC27",36.9028197195546,-1.0111423889981,0.276671920168845,-3.6546621297204,0.000257520886705762,0.0109342272661706,".","DnaJ__Hsp40__homolog__subfamily_C__member_27"
"DPM2",405.278267772987,0.534908068747584,0.13688063590411,3.90784324761836,9.31236892171423e-05,0.00563144346065846,"CONGENITAL_DISORDER_OF_GLYCOSYLATION__TYPE_Iu__CDG1U","dolichyl-phosphate_mannosyltransferase_polypeptide_2__regulatory_subunit"
"DRAP1",1593.83359359024,0.309414351096422,0.101636564159165,3.04432124064988,0.00233205976157779,0.0408322633430305,".","DR1-associated_protein_1__negative_cofactor_2_alpha"
"DTX3L",1155.01212865575,-0.441479463910809,0.0981107501440628,-4.49980724092471,6.80151094502356e-06,0.00100211188802025,".","deltex_3-like__Drosophila"
"DUSP3",347.947287571803,-0.407387406442373,0.134057835800188,-3.03889290775648,0.00237449246318532,0.0411031440718393,".","dual_specificity_phosphatase_3"
"DYNLL2",277.439464519843,-0.509390910885432,0.164599622419922,-3.0947270923009,0.00196994064647805,0.0370170767807118,".","dynein__light_chain__LC8-type_2"
