"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0090175",5.767706924716e-11,1,15,31,"regulation of establishment of planar polarity","BP"
"GO:1904813",6.28945800481982e-11,1,30,123,"ficolin-1-rich granule lumen","CC"
"GO:1903052",7.16651635471682e-11,1,18,45,"positive regulation of proteolysis involved in cellular protein catabolic process","BP"
"GO:1903311",7.53083178755817e-11,1,20,54,"regulation of mRNA metabolic process","BP"
"GO:0000086",7.8396656111652e-11,1,16,35,"G2/M transition of mitotic cell cycle","BP"
"GO:1902749",7.91040400985684e-11,1,16,35,"regulation of cell cycle G2/M phase transition","BP"
"GO:0061013",8.27685474138834e-11,1,19,49,"regulation of mRNA catabolic process","BP"
"GO:0006402",8.58523937704716e-11,1,20,56,"mRNA catabolic process","BP"
"GO:1903362",1.21232064392944e-10,0.999999999987178,21,62,"regulation of cellular protein catabolic process","BP"
"GO:0000209",1.23448600570713e-10,0.999999999987086,21,59,"protein polyubiquitination","BP"
"GO:0044106",1.45699674255117e-10,0.999999999997709,14,29,"cellular amine metabolic process","BP"
"GO:0034774",1.46321186544279e-10,0.999999999970466,44,254,"secretory granule lumen","CC"
"GO:0031396",1.47655829170649e-10,0.999999999983256,22,68,"regulation of protein ubiquitination","BP"
"GO:0005737",2.13855847748075e-10,0.999999999965499,130,1402,"cytoplasm","CC"
"GO:0031398",2.14776952583698e-10,0.999999999981029,18,47,"positive regulation of protein ubiquitination","BP"
"GO:0042787",2.18189824719471e-10,0.999999999982865,17,39,"protein ubiquitination involved in ubiquitin-dependent protein catabolic process","BP"
"GO:1902036",2.68328680029095e-10,0.999999999989055,15,33,"regulation of hematopoietic stem cell differentiation","BP"
"GO:0044839",2.71194014432341e-10,0.999999999980048,16,37,"cell cycle G2/M phase transition","BP"
"GO:0090090",3.88280671165852e-10,0.999999999980684,15,33,"negative regulation of canonical Wnt signaling pathway","BP"
"GO:0031983",4.36495885494031e-10,0.999999999908875,44,262,"vesicle lumen","CC"
"GO:0060205",4.36495885494031e-10,0.999999999908875,44,262,"cytoplasmic vesicle lumen","CC"
"GO:0090263",4.77338385485781e-10,0.999999999963126,16,38,"positive regulation of canonical Wnt signaling pathway","BP"
"GO:0031981",4.92821668949192e-10,0.999999999860407,59,383,"nuclear lumen","CC"
"GO:0009308",5.24511199390779e-10,0.999999999973061,14,31,"amine metabolic process","BP"
"GO:1901991",6.42158340270709e-10,0.999999999961192,15,35,"negative regulation of mitotic cell cycle phase transition","BP"
"GO:1903364",6.82496513173976e-10,0.999999999934518,18,49,"positive regulation of cellular protein catabolic process","BP"
"GO:0044444",7.69384688815736e-10,0.999999999817213,123,1284,"cytoplasmic part","CC"
"GO:0006401",8.21911784256897e-10,0.999999999907167,20,63,"RNA catabolic process","BP"
"GO:1901988",1.1159097238526e-09,0.999999999915961,15,36,"negative regulation of cell cycle phase transition","BP"
"GO:0044428",1.32272162989301e-09,0.999999999606308,63,435,"nuclear part","CC"
"GO:0010948",1.32558907203438e-09,0.999999999866112,17,46,"negative regulation of cell cycle process","BP"
"GO:0030141",1.44861018106248e-09,0.999999999532984,70,540,"secretory granule","CC"
"GO:0019439",1.52428614703609e-09,0.999999999742758,25,99,"aromatic compound catabolic process","BP"
"GO:0044270",1.52428614703609e-09,0.999999999742758,25,99,"cellular nitrogen compound catabolic process","BP"
"GO:0046700",1.52428614703609e-09,0.999999999742758,25,99,"heterocycle catabolic process","BP"
"GO:0099503",1.83758454368705e-09,0.999999999403492,70,542,"secretory vesicle","CC"
"GO:1901361",1.92290543106039e-09,0.999999999671135,25,100,"organic cyclic compound catabolic process","BP"
"GO:0051603",2.2812649546474e-09,0.999999999594399,26,101,"proteolysis involved in cellular protein catabolic process","BP"
"GO:0002263",2.38028998917616e-09,0.999999999206634,81,678,"cell activation involved in immune response","BP"
"GO:0006520",2.43220492526962e-09,0.999999999786467,15,39,"cellular amino acid metabolic process","BP"
"GO:1901532",2.50968041706553e-09,0.999999999785484,15,36,"regulation of hematopoietic progenitor cell differentiation","BP"
"GO:0045055",2.77810096235385e-09,0.999999999084745,71,557,"regulated exocytosis","BP"
"GO:0030178",2.88760371213542e-09,0.999999999750479,15,36,"negative regulation of Wnt signaling pathway","BP"
"GO:0005634",3.05571387526618e-09,0.999999998975733,80,650,"nucleus","CC"
"GO:0030177",3.07139268823012e-09,0.999999999698934,16,42,"positive regulation of Wnt signaling pathway","BP"
"GO:0034655",3.10219985579263e-09,0.999999999477333,24,94,"nucleobase-containing compound catabolic process","BP"
"GO:0038061",3.24217262459863e-09,0.999999999585221,19,60,"NIK/NF-kappaB signaling","BP"
"GO:1905330",3.47721106142872e-09,0.999999999653438,16,43,"regulation of morphogenesis of an epithelium","BP"
"GO:0036294",4.08313274429443e-09,0.999999999515201,18,51,"cellular response to decreased oxygen levels","BP"
"GO:0002366",4.36970741935299e-09,0.999999998495593,80,674,"leukocyte activation involved in immune response","BP"
"GO:1903322",4.67688457560784e-09,0.999999999428678,18,55,"positive regulation of protein modification by small protein conjugation or removal","BP"
"GO:0005654",5.21228200565874e-09,0.999999998382326,53,340,"nucleoplasm","CC"
"GO:0043299",5.30734739961299e-09,0.999999998206164,68,528,"leukocyte degranulation","BP"
"GO:0042180",5.35823872744952e-09,0.999999999441129,16,45,"cellular ketone metabolic process","BP"
"GO:0036230",5.471543231264e-09,0.999999998169282,65,495,"granulocyte activation","BP"
"GO:1903320",5.55885541122505e-09,0.999999999105277,22,80,"regulation of protein modification by small protein conjugation or removal","BP"
"GO:0043312",5.69282330000545e-09,0.999999998101157,64,482,"neutrophil degranulation","BP"
"GO:0006887",5.77234068610387e-09,0.999999998026087,71,566,"exocytosis","BP"
"GO:0002283",6.15730042646079e-09,0.999999997941041,64,483,"neutrophil activation involved in immune response","BP"
"GO:0010565",6.43197550787809e-09,0.999999999385964,15,40,"regulation of cellular ketone metabolic process","BP"
"GO:0035567",6.62959831752253e-09,0.99999999937083,15,39,"non-canonical Wnt signaling pathway","BP"
"GO:0002444",8.19769041385413e-09,0.999999997191181,68,534,"myeloid leukocyte mediated immunity","BP"
"GO:0002275",9.60167637090432e-09,0.999999996693908,68,535,"myeloid cell activation involved in immune response","BP"
"GO:0043234",9.73785234975747e-09,0.999999996697565,64,479,"protein complex","CC"
"GO:0071456",1.00722932479755e-08,0.99999999879528,17,49,"cellular response to hypoxia","BP"
"GO:0042119",1.07605805322029e-08,0.999999996336185,64,490,"neutrophil activation","BP"
"GO:0002446",1.18804406799967e-08,0.999999995941914,64,491,"neutrophil mediated immunity","BP"
"GO:0071453",1.82990497865422e-08,0.999999997521448,18,55,"cellular response to oxygen levels","BP"
"GO:2000736",2.09380034548626e-08,0.999999997792454,15,40,"regulation of stem cell differentiation","BP"
"GO:0002479",2.22926976042287e-08,0.999999997556026,15,45,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP"
"GO:0005838",2.34038489061272e-08,0.999999999524724,8,11,"proteasome regulatory particle","CC"
"GO:0022624",2.34038489061272e-08,0.999999999524724,8,11,"proteasome accessory complex","CC"
"GO:0044257",2.38871653071012e-08,0.999999995016663,26,111,"cellular protein catabolic process","BP"
"GO:0045930",2.53344010244529e-08,0.999999996955832,16,48,"negative regulation of mitotic cell cycle","BP"
"GO:0101002",2.70273063032622e-08,0.999999992954177,34,184,"ficolin-1-rich granule","CC"
"GO:0016579",3.27354888175008e-08,0.999999994664655,20,72,"protein deubiquitination","BP"
"GO:0070646",3.27354888175008e-08,0.999999994664655,20,72,"protein modification by small protein removal","BP"
"GO:0042590",3.86620554351197e-08,0.99999999552201,15,47,"antigen processing and presentation of exogenous peptide antigen via MHC class I","BP"
"GO:0060828",7.12297011333835e-08,0.999999990725012,16,48,"regulation of canonical Wnt signaling pathway","BP"
"GO:0002274",7.38832791158434e-08,0.999999972470267,70,585,"myeloid leukocyte activation","BP"
"GO:0010608",7.86979830581231e-08,0.999999984184391,23,96,"posttranscriptional regulation of gene expression","BP"
"GO:0070062",8.33819010664019e-08,0.999999968463839,75,662,"extracellular exosome","CC"
"GO:0044265",8.63845544754036e-08,0.999999977628217,31,160,"cellular macromolecule catabolic process","BP"
"GO:1903561",9.91041390914735e-08,0.99999996230334,75,665,"extracellular vesicle","CC"
"GO:0043230",1.03844230953379e-07,0.999999960439002,75,666,"extracellular organelle","CC"
"GO:0045732",1.35213540935722e-07,0.99999997812769,18,65,"positive regulation of protein catabolic process","BP"
"GO:0051348",1.42432530885564e-07,0.999999973980111,20,79,"negative regulation of transferase activity","BP"
"GO:0042176",1.48381104232276e-07,0.999999970008958,22,95,"regulation of protein catabolic process","BP"
"GO:0002474",1.68881081206777e-07,0.999999977527353,15,51,"antigen processing and presentation of peptide antigen via MHC class I","BP"
"GO:0048863",2.18236177518052e-07,0.999999966028232,17,57,"stem cell differentiation","BP"
"GO:0036293",2.29927291905753e-07,0.999999952365978,22,93,"response to decreased oxygen levels","BP"
"GO:1902494",2.29936576092249e-07,0.99999994485628,26,125,"catalytic complex","CC"
"GO:0043687",2.39445084754919e-07,0.9999999617474,17,63,"post-translational protein modification","BP"
"GO:1901565",2.48606097618106e-07,0.999999926312086,35,206,"organonitrogen compound catabolic process","BP"
"GO:0045786",2.58960538676478e-07,0.999999945947099,22,93,"negative regulation of cell cycle","BP"
"GO:0044433",3.04692207509627e-07,0.999999880032431,73,643,"cytoplasmic vesicle part","CC"
"GO:1901990",3.32516823135187e-07,0.99999994962075,16,55,"regulation of mitotic cell cycle phase transition","BP"
"GO:0002244",3.5191492315139e-07,0.999999946845724,16,53,"hematopoietic progenitor cell differentiation","BP"
"GO:0022402",3.66525783024457e-07,0.999999902128335,29,149,"cell cycle process","BP"
"GO:0004298",4.53555300524536e-07,0.999999993264586,6,8,"threonine-type endopeptidase activity","MF"
"GO:0070003",4.53555300524536e-07,0.999999993264586,6,8,"threonine-type peptidase activity","MF"
"GO:0060070",4.75992874741182e-07,0.999999926052971,16,54,"canonical Wnt signaling pathway","BP"
"GO:0044271",4.76118975956746e-07,0.999999811741398,68,570,"cellular nitrogen compound biosynthetic process","BP"
"GO:2000027",5.26127751933976e-07,0.99999991673234,16,57,"regulation of organ morphogenesis","BP"
"GO:0001666",5.40163502271119e-07,0.999999885906164,21,91,"response to hypoxia","BP"
"GO:0070482",5.91056206280876e-07,0.999999869251483,22,97,"response to oxygen levels","BP"
"GO:0007049",6.33998804720809e-07,0.99999980062091,36,211,"cell cycle","BP"
"GO:0033554",6.4868617116309e-07,0.999999761965736,50,360,"cellular response to stress","BP"
"GO:0008541",7.40405377404426e-07,1,5,5,"proteasome regulatory particle, lid subcomplex","CC"
"GO:0016567",7.44919493943556e-07,0.999999803178455,27,135,"protein ubiquitination","BP"
"GO:0002478",9.20035702473217e-07,0.999999823271625,18,80,"antigen processing and presentation of exogenous peptide antigen","BP"
"GO:0012505",1.01561187525007e-06,0.999999584320053,91,893,"endomembrane system","CC"
"GO:0032991",1.03764199385502e-06,0.999999573057082,74,661,"macromolecular complex","CC"
"GO:1901987",1.09848989073309e-06,0.99999981436997,16,59,"regulation of cell cycle phase transition","BP"
"GO:0005829",1.20731796941029e-06,0.999999498585569,79,715,"cytosol","CC"
"GO:0030163",1.30809701981987e-06,0.999999632065669,28,152,"protein catabolic process","BP"
"GO:0009057",1.31834933171495e-06,0.99999956855802,36,227,"macromolecule catabolic process","BP"
"GO:1903047",1.38663936330435e-06,0.999999699602705,20,88,"mitotic cell cycle process","BP"
"GO:0005839",1.70620610642598e-06,0.999999960140072,6,9,"proteasome core complex","CC"
"GO:0019884",2.48106810032737e-06,0.999999482846287,18,85,"antigen processing and presentation of exogenous antigen","BP"
"GO:0032446",2.48345394979742e-06,0.999999293077841,27,143,"protein modification by small protein conjugation","BP"
"GO:0030111",3.10186298249011e-06,0.999999427548257,16,60,"regulation of Wnt signaling pathway","BP"
"GO:0005515",3.22969903027316e-06,0.999999126655436,130,1572,"protein binding","MF"
"GO:0010564",3.55841630166102e-06,0.999999171688819,20,92,"regulation of cell cycle process","BP"
"GO:0044772",4.20276450333455e-06,0.999999196291578,16,64,"mitotic cell cycle phase transition","BP"
"GO:1901575",4.43945531569182e-06,0.999998340920964,42,304,"organic substance catabolic process","BP"
"GO:1901363",4.47590040867631e-06,0.999998083288867,67,564,"heterocyclic compound binding","MF"
"GO:0007346",6.28854484603188e-06,0.999998471320169,20,94,"regulation of mitotic cell cycle","BP"
"GO:0031331",6.8710382841368e-06,0.999998246095751,21,105,"positive regulation of cellular catabolic process","BP"
"GO:0032940",6.89751884656996e-06,0.999996950441186,76,729,"secretion by cell","BP"
"GO:0044248",7.07669634703837e-06,0.999997246856598,44,328,"cellular catabolic process","BP"
"GO:0048002",7.15710007720864e-06,0.999998371742341,18,90,"antigen processing and presentation of peptide antigen","BP"
"GO:0002443",7.29298413268308e-06,0.999996764517378,82,818,"leukocyte mediated immunity","BP"
"GO:0019882",7.46640316445123e-06,0.999998066625155,21,115,"antigen processing and presentation","BP"
"GO:0097159",7.64100303741258e-06,0.999996658369847,67,574,"organic cyclic compound binding","MF"
"GO:0045862",7.95290890559252e-06,0.999997866997682,22,118,"positive regulation of proteolysis","BP"
"GO:0003676",8.32184738530479e-06,0.99999671451112,45,330,"nucleic acid binding","MF"
"GO:0032269",8.3268878037456e-06,0.999997001150792,36,244,"negative regulation of cellular protein metabolic process","BP"
"GO:0031410",8.4424345428684e-06,0.999996236228266,77,747,"cytoplasmic vesicle","CC"
"GO:0097708",8.4424345428684e-06,0.999996236228266,77,747,"intracellular vesicle","CC"
"GO:0046903",8.680445493295e-06,0.999996126133874,77,746,"secretion","BP"
"GO:0033209",9.65370500072929e-06,0.999997746846561,18,92,"tumor necrosis factor-mediated signaling pathway","BP"
"GO:0034641",1.01972387651882e-05,0.999995429165496,75,704,"cellular nitrogen compound metabolic process","BP"
"GO:0003723",1.04562650786727e-05,0.999996664591693,28,164,"RNA binding","MF"
"GO:0000278",1.11742322941325e-05,0.999996944111387,22,113,"mitotic cell cycle","BP"
"GO:0001775",1.17238062035981e-05,0.999994823796639,96,1023,"cell activation","BP"
"GO:0046483",1.18365006433735e-05,0.999994688711012,71,654,"heterocycle metabolic process","BP"
"GO:0006725",1.25888247742091e-05,0.999994337375916,71,655,"cellular aromatic compound metabolic process","BP"
"GO:1901360",1.34295982115338e-05,0.999993935187026,72,669,"organic cyclic compound metabolic process","BP"
"GO:0051726",1.3624069958357e-05,0.999995497202772,29,172,"regulation of cell cycle","BP"
"GO:0070647",1.46053524852125e-05,0.99999515116182,29,173,"protein modification by small protein conjugation or removal","BP"
"GO:0044770",1.7102415125654e-05,0.999996269225604,16,70,"cell cycle phase transition","BP"
"GO:0051248",1.90080017194638e-05,0.999992754726793,37,264,"negative regulation of protein metabolic process","BP"
"GO:0006082",1.92030778261373e-05,0.999994670028223,21,118,"organic acid metabolic process","BP"
"GO:0031329",2.02027230667672e-05,0.999993271067114,28,173,"regulation of cellular catabolic process","BP"
"GO:0051172",2.1575229512963e-05,0.99999082511451,49,398,"negative regulation of nitrogen compound metabolic process","BP"
"GO:0010629",2.27292478004568e-05,0.999991352694621,36,257,"negative regulation of gene expression","BP"
"GO:0031400",2.37599217066554e-05,0.999992703382545,24,138,"negative regulation of protein modification process","BP"
"GO:0006139",2.56508613691126e-05,0.999988165024337,69,640,"nucleobase-containing compound metabolic process","BP"
"GO:0010605",3.00059074022408e-05,0.999986962594882,50,416,"negative regulation of macromolecule metabolic process","BP"
"GO:0009896",3.01105383528711e-05,0.999991383010304,21,115,"positive regulation of catabolic process","BP"
"GO:0043086",3.30911117479292e-05,0.999988386122059,29,193,"negative regulation of catalytic activity","BP"
"GO:0048729",3.57528784546287e-05,0.999989677799303,21,110,"tissue morphogenesis","BP"
"GO:0002009",3.79426842699521e-05,0.999989755854464,19,95,"morphogenesis of an epithelium","BP"
"GO:0090304",3.99299560339871e-05,0.999981429002101,64,583,"nucleic acid metabolic process","BP"
"GO:0006996",4.50135043287684e-05,0.999980084382226,50,408,"organelle organization","BP"
"GO:1901362",4.6731192115583e-05,0.999978361369368,60,539,"organic cyclic compound biosynthetic process","BP"
"GO:0045321",4.94681420559881e-05,0.999976650391233,92,993,"leukocyte activation","BP"
"GO:0018130",5.14790087055307e-05,0.999976138027543,59,529,"heterocycle biosynthetic process","BP"
"GO:0019438",5.14790087055307e-05,0.999976138027543,59,529,"aromatic compound biosynthetic process","BP"
"GO:0019219",5.26671792054629e-05,0.999975414248875,61,547,"regulation of nucleobase-containing compound metabolic process","BP"
"GO:0009628",5.66696709171509e-05,0.99997785828995,34,244,"response to abiotic stimulus","BP"
"GO:0043436",5.72560122027735e-05,0.999983250292977,20,117,"oxoacid metabolic process","BP"
"GO:0006281",6.37230177198109e-05,0.999986132671584,14,57,"DNA repair","BP"
"GO:0002223",6.62662325570559e-05,0.999981955171558,18,91,"stimulatory C-type lectin receptor signaling pathway","BP"
"GO:0070972",6.98256467576282e-05,0.999995532712605,6,13,"protein localization to endoplasmic reticulum","BP"
"GO:0031982",7.41981305495959e-05,0.999964469816219,93,1021,"vesicle","CC"
"GO:0034645",7.49754412413144e-05,0.999964169386603,64,587,"cellular macromolecule biosynthetic process","BP"
"GO:0031324",7.68479559132818e-05,0.99996527539802,49,415,"negative regulation of cellular metabolic process","BP"
"GO:0034654",8.06552391870121e-05,0.999961976813274,58,524,"nucleobase-containing compound biosynthetic process","BP"
"GO:0009887",8.07388656168029e-05,0.999972956675734,24,144,"animal organ morphogenesis","BP"
"GO:1903706",8.188606697982e-05,0.999969537443667,29,202,"regulation of hemopoiesis","BP"
"GO:0002220",9.55563394807269e-05,0.999973086899997,18,94,"innate immune response activating cell surface receptor signaling pathway","BP"
"GO:0009892",0.000107899477420079,0.999949893033945,51,447,"negative regulation of metabolic process","BP"
"GO:0016055",0.000125289161815641,0.999966910837363,16,79,"Wnt signaling pathway","BP"
"GO:0050839",0.000141312577999173,0.999957260830876,19,103,"cell adhesion molecule binding","MF"
"GO:0044281",0.000142579744967354,0.999943249108033,31,234,"small molecule metabolic process","BP"
"GO:0198738",0.000143092971418053,0.999961694484425,16,80,"cell-cell signaling by wnt","BP"
"GO:0019752",0.000143150361220896,0.999957822286414,18,107,"carboxylic acid metabolic process","BP"
"GO:2000112",0.000143422283928219,0.999930805528051,57,515,"regulation of cellular macromolecule biosynthetic process","BP"
"GO:0019773",0.000149930195365598,1,3,3,"proteasome core complex, alpha-subunit complex","CC"
"GO:0046907",0.000175599372660876,0.999923496425183,38,297,"intracellular transport","BP"
"GO:0051347",0.000177034863724864,0.999930725969435,29,208,"positive regulation of transferase activity","BP"
"GO:0009894",0.000202735772312838,0.999921278473611,28,196,"regulation of catabolic process","BP"
"GO:0009056",0.000212640231804797,0.999901124289624,45,387,"catabolic process","BP"
"GO:0044249",0.00021423410900492,0.99989130554229,72,717,"cellular biosynthetic process","BP"
"GO:0009058",0.000256372700257728,0.999868755457442,73,734,"biosynthetic process","BP"
"GO:0045296",0.000264339258090389,0.999941176633459,12,50,"cadherin binding","MF"
"GO:0006259",0.000271214972085121,0.999902483425157,23,150,"DNA metabolic process","BP"
"GO:0051641",0.000293948938380838,0.999858636478394,48,415,"cellular localization","BP"
"GO:0007127",0.000325509138032542,0.999990504142015,4,6,"meiosis I","BP"
"GO:0061136",0.000335712903899398,0.999942315816306,9,34,"regulation of proteasomal protein catabolic process","BP"
"GO:0006310",0.000369419188932311,0.99990748533411,13,61,"DNA recombination","BP"
"GO:0005913",0.000373538688248383,0.99994397972141,8,27,"cell-cell adherens junction","CC"
"GO:0051338",0.000399581250136055,0.999825968422502,33,259,"regulation of transferase activity","BP"
"GO:0002252",0.000419075676468995,0.999787202871021,99,1136,"immune effector process","BP"
"GO:0006974",0.000424414387815908,0.999858214268524,19,112,"cellular response to DNA damage stimulus","BP"
"GO:0016887",0.00043546569449997,0.999905517126527,11,43,"ATPase activity","MF"
"GO:0006810",0.000438305264636705,0.999777760988064,100,1153,"transport","BP"
"GO:0034613",0.000446592392544648,0.999802161306972,34,263,"cellular protein localization","BP"
"GO:0043228",0.000453493221165229,0.999779158975449,46,398,"non-membrane-bounded organelle","CC"
"GO:0043232",0.000453493221165229,0.999779158975449,46,398,"intracellular non-membrane-bounded organelle","CC"
"GO:0070727",0.000471017234515017,0.999790616306941,34,264,"cellular macromolecule localization","BP"
"GO:0031326",0.000478690703199877,0.999752873195083,60,581,"regulation of cellular biosynthetic process","BP"
"GO:1901576",0.000524239438322037,0.999723025789781,71,721,"organic substance biosynthetic process","BP"
"GO:0005793",0.000531453283815953,0.999930050994384,7,21,"endoplasmic reticulum-Golgi intermediate compartment","CC"
"GO:0044092",0.000531890983421729,0.999763841249352,33,267,"negative regulation of molecular function","BP"
"GO:0008135",0.000534501760031404,0.999978479495212,4,7,"translation factor activity, RNA binding","MF"
"GO:0048193",0.000550235235067348,0.999875458636995,11,47,"Golgi vesicle transport","BP"
"GO:0009059",0.000567895434796954,0.999701747461397,64,630,"macromolecule biosynthetic process","BP"
"GO:0051234",0.000570026303637072,0.999707361282731,100,1159,"establishment of localization","BP"
"GO:1905114",0.00058732479916958,0.999818306037958,16,90,"cell surface receptor signaling pathway involved in cell-cell signaling","BP"
"GO:0034612",0.000627991780877259,0.999767818251717,21,158,"response to tumor necrosis factor","BP"
"GO:0051276",0.000655979498887752,0.999779295836499,18,105,"chromosome organization","BP"
"GO:0070161",0.000857275305169081,0.999685370982602,20,128,"anchoring junction","CC"
"GO:0009889",0.000912460335018145,0.999513274540749,60,594,"regulation of biosynthetic process","BP"
"GO:0010556",0.000933338173608298,0.999505451984813,57,555,"regulation of macromolecule biosynthetic process","BP"
"GO:0016192",0.000970478831691652,0.999470111843646,78,851,"vesicle-mediated transport","BP"
"GO:0050852",0.0009720744555047,0.999637454896883,20,140,"T cell receptor signaling pathway","BP"
"GO:0070628",0.00100709839004403,0.999983264140466,3,4,"proteasome binding","MF"
"GO:0034622",0.00105240239035448,0.999595080650383,21,148,"cellular macromolecular complex assembly","BP"
