"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0050920",1.21724324333075e-08,0.999999998670725,14,86,"regulation of chemotaxis","BP"
"GO:0042981",1.22649020833892e-08,1,48,956,"regulation of apoptotic process","BP"
"GO:0002819",1.37782907597102e-08,0.999999998810781,12,67,"regulation of adaptive immune response","BP"
"GO:0032269",1.44119924312586e-08,1,43,774,"negative regulation of cellular protein metabolic process","BP"
"GO:0050793",1.44423705008437e-08,1,58,1352,"regulation of developmental process","BP"
"GO:0031323",1.51432050273607e-08,1,121,3876,"regulation of cellular metabolic process","BP"
"GO:0043067",1.7323992211312e-08,1,48,967,"regulation of programmed cell death","BP"
"GO:0002521",2.29128880101509e-08,0.999999995716272,21,242,"leukocyte differentiation","BP"
"GO:0031348",2.38865074126036e-08,0.99999999750674,13,83,"negative regulation of defense response","BP"
"GO:0060255",2.71612957372551e-08,1,121,3855,"regulation of macromolecule metabolic process","BP"
"GO:2000026",2.7729836171545e-08,1,48,1018,"regulation of multicellular organismal development","BP"
"GO:0012501",2.80378663725527e-08,1,56,1252,"programmed cell death","BP"
"GO:0031324",2.96521187245145e-08,1,68,1684,"negative regulation of cellular metabolic process","BP"
"GO:0051248",3.92183274209998e-08,1,43,804,"negative regulation of protein metabolic process","BP"
"GO:0008283",3.94525583070807e-08,1,52,1140,"cell proliferation","BP"
"GO:0010605",4.20889875760243e-08,1,72,1769,"negative regulation of macromolecule metabolic process","BP"
"GO:1903038",4.60607735621644e-08,0.999999996743513,10,48,"negative regulation of leukocyte cell-cell adhesion","BP"
"GO:0001959",4.98108949289818e-08,0.999999993782155,14,106,"regulation of cytokine-mediated signaling pathway","BP"
"GO:0050900",4.99571868761973e-08,0.999999991448404,18,180,"leukocyte migration","BP"
"GO:0010941",5.14198640249952e-08,1,49,1035,"regulation of cell death","BP"
"GO:0045236",6.12487502277005e-08,0.99999999919551,6,9,"CXCR chemokine receptor binding","MF"
"GO:0006915",6.13236130635095e-08,1,54,1210,"apoptotic process","BP"
"GO:0048585",6.62598171891288e-08,1,44,903,"negative regulation of response to stimulus","BP"
"GO:0070663",7.06604454585493e-08,0.999999991844342,13,88,"regulation of leukocyte proliferation","BP"
"GO:0008219",7.34984877860776e-08,1,57,1325,"cell death","BP"
"GO:1903037",9.17606213119831e-08,0.999999985656007,16,146,"regulation of leukocyte cell-cell adhesion","BP"
"GO:0032501",9.50802195208997e-08,1,109,3463,"multicellular organismal process","BP"
"GO:0006935",1.11259466367279e-07,0.999999976549511,21,261,"chemotaxis","BP"
"GO:0042330",1.11259466367279e-07,0.999999976549511,21,261,"taxis","BP"
"GO:0042110",1.20552021633741e-07,0.99999997681646,19,213,"T cell activation","BP"
"GO:0046649",1.26267802749181e-07,0.999999970941089,23,310,"lymphocyte activation","BP"
"GO:0044092",1.28150815430138e-07,0.999999960533726,38,683,"negative regulation of molecular function","BP"
"GO:0045637",1.38331712360749e-07,0.999999976272886,17,144,"regulation of myeloid cell differentiation","BP"
"GO:0002757",1.7897590778351e-07,0.99999995955084,22,281,"immune response-activating signal transduction","BP"
"GO:0060760",2.14180765363377e-07,0.999999988286304,8,33,"positive regulation of response to cytokine stimulus","BP"
"GO:0002218",2.22436124595859e-07,0.999999957641262,18,190,"activation of innate immune response","BP"
"GO:0032946",2.3962852456735e-07,0.999999979565443,10,50,"positive regulation of mononuclear cell proliferation","BP"
"GO:0009892",2.52336376229675e-07,1,73,1896,"negative regulation of metabolic process","BP"
"GO:0007159",2.79428540274825e-07,0.9999999522045,16,160,"leukocyte cell-cell adhesion","BP"
"GO:0046596",2.87828730941636e-07,0.999999988879552,7,19,"regulation of viral entry into host cell","BP"
"GO:0048247",3.07668809536422e-07,0.999999988514064,7,17,"lymphocyte chemotaxis","BP"
"GO:0032612",3.10022145632935e-07,0.999999977485259,9,41,"interleukin-1 production","BP"
"GO:0071621",3.16529940503535e-07,0.999999977345487,9,37,"granulocyte chemotaxis","BP"
"GO:0070665",3.19995575589412e-07,0.999999971665811,10,52,"positive regulation of leukocyte proliferation","BP"
"GO:0050790",3.22451787908428e-07,0.999999903538981,58,1416,"regulation of catalytic activity","BP"
"GO:0050868",3.39998018756795e-07,0.999999974688,9,45,"negative regulation of T cell activation","BP"
"GO:0032944",3.41142772748411e-07,0.999999959026623,12,84,"regulation of mononuclear cell proliferation","BP"
"GO:0048731",3.44496693676501e-07,1,81,2400,"system development","BP"
"GO:0051338",3.5371181687409e-07,0.999999883851644,36,681,"regulation of transferase activity","BP"
"GO:0002822",3.79798112584834e-07,0.999999965211331,10,59,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"GO:1901700",3.81509416062997e-07,0.999999870554926,43,911,"response to oxygen-containing compound","BP"
"GO:0019222",3.90872056813629e-07,1,124,4153,"regulation of metabolic process","BP"
"GO:0002758",4.20885037029804e-07,0.999999920769916,17,177,"innate immune response-activating signal transduction","BP"
"GO:0002764",4.21519911871763e-07,0.999999898906425,22,297,"immune response-regulating signaling pathway","BP"
"GO:0007259",4.28154615387806e-07,0.999999953619309,11,73,"JAK-STAT cascade","BP"
"GO:0097696",4.28154615387806e-07,0.999999953619309,11,73,"STAT cascade","BP"
"GO:2000106",4.76554068260757e-07,0.999999962912763,9,46,"regulation of leukocyte apoptotic process","BP"
"GO:0010628",4.82536742524527e-07,0.999999860037784,50,1179,"positive regulation of gene expression","BP"
"GO:0071887",5.37263781983553e-07,0.999999948838749,10,59,"leukocyte apoptotic process","BP"
"GO:0046425",5.65021807289107e-07,0.999999945890301,10,59,"regulation of JAK-STAT cascade","BP"
"GO:1904892",5.65021807289107e-07,0.999999945890301,10,59,"regulation of STAT cascade","BP"
"GO:0051250",5.80850633561408e-07,0.999999943913812,10,62,"negative regulation of lymphocyte activation","BP"
"GO:0031326",5.9417965824425e-07,1,91,2811,"regulation of cellular biosynthetic process","BP"
"GO:0070661",5.98586512360492e-07,0.999999906908465,14,120,"leukocyte proliferation","BP"
"GO:0098586",6.03544792018033e-07,0.999999961143956,8,38,"cellular response to virus","BP"
"GO:0002449",6.03569142848451e-07,0.999999914042545,13,110,"lymphocyte mediated immunity","BP"
"GO:0042531",6.21288291350335e-07,0.999999971055205,7,24,"positive regulation of tyrosine phosphorylation of STAT protein","BP"
"GO:0043086",6.48277960788579e-07,0.999999796539753,31,516,"negative regulation of catalytic activity","BP"
"GO:1903707",6.76129833916865e-07,0.999999913782901,12,78,"negative regulation of hemopoiesis","BP"
"GO:0002703",6.81004680984632e-07,0.999999922141179,11,78,"regulation of leukocyte mediated immunity","BP"
"GO:0097529",6.84583773242006e-07,0.999999922542593,11,69,"myeloid leukocyte migration","BP"
"GO:0031400",6.88426388845206e-07,0.999999796182502,28,452,"negative regulation of protein modification process","BP"
"GO:0016310",6.92606761133493e-07,0.999999788744236,58,1456,"phosphorylation","BP"
"GO:0070234",7.51787918030027e-07,0.999999989768545,5,8,"positive regulation of T cell apoptotic process","BP"
"GO:0071222",7.62114235418143e-07,0.999999900339777,12,92,"cellular response to lipopolysaccharide","BP"
"GO:0048513",7.76912448615371e-07,1,65,1767,"animal organ development","BP"
"GO:0001664",8.04150413724793e-07,0.999999882716736,13,106,"G-protein coupled receptor binding","MF"
"GO:0097530",9.23085810797327e-07,0.999999922806108,9,43,"granulocyte migration","BP"
"GO:0030593",9.67356227296334e-07,0.999999936319249,8,30,"neutrophil chemotaxis","BP"
"GO:0071219",1.03733063089029e-06,0.99999985988092,12,95,"cellular response to molecule of bacterial origin","BP"
"GO:0007186",1.10455715441473e-06,0.999999728291836,21,291,"G-protein coupled receptor signaling pathway","BP"
"GO:0007249",1.10877296396174e-06,0.999999774682822,17,194,"I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0032652",1.1338667657264e-06,0.999999921135103,8,36,"regulation of interleukin-1 production","BP"
"GO:0051240",1.14037604209965e-06,0.999999593505109,37,788,"positive regulation of multicellular organismal process","BP"
"GO:0010562",1.19059115069479e-06,0.999999612489533,31,592,"positive regulation of phosphorus metabolic process","BP"
"GO:0045937",1.19059115069479e-06,0.999999612489533,31,592,"positive regulation of phosphate metabolic process","BP"
"GO:0051090",1.19180624669982e-06,0.999999729187968,19,254,"regulation of DNA binding transcription factor activity","BP"
"GO:0043549",1.31080220948542e-06,0.999999588315076,29,536,"regulation of kinase activity","BP"
"GO:0040012",1.48525915767375e-06,0.999999551226563,27,489,"regulation of locomotion","BP"
"GO:0002695",1.58672491019904e-06,0.999999826627185,10,69,"negative regulation of leukocyte activation","BP"
"GO:0030155",1.78674051503554e-06,0.999999528285731,22,348,"regulation of cell adhesion","BP"
"GO:0030154",1.82105803698814e-06,0.999999405842988,71,2064,"cell differentiation","BP"
"GO:0002221",1.82140981508143e-06,0.999999737511654,12,110,"pattern recognition receptor signaling pathway","BP"
"GO:0045595",1.84485339770587e-06,0.999999301954372,42,946,"regulation of cell differentiation","BP"
"GO:0019219",1.86760331413767e-06,0.999999369840243,88,2737,"regulation of nucleobase-containing compound metabolic process","BP"
"GO:0032943",1.89175121219986e-06,0.999999700200424,13,113,"mononuclear cell proliferation","BP"
"GO:0009889",1.98883155281496e-06,0.999999325347684,91,2857,"regulation of biosynthetic process","BP"
"GO:0032270",1.99437273613871e-06,0.999999235875963,43,961,"positive regulation of cellular protein metabolic process","BP"
"GO:0050671",2.11890955647631e-06,0.999999800163963,9,49,"positive regulation of lymphocyte proliferation","BP"
"GO:0010556",2.19966276342741e-06,0.999999255230421,88,2738,"regulation of macromolecule biosynthetic process","BP"
"GO:0009968",2.25397092537932e-06,0.999999178524776,36,751,"negative regulation of signal transduction","BP"
"GO:0050670",2.29781170362166e-06,0.999999699974161,11,83,"regulation of lymphocyte proliferation","BP"
"GO:2000108",2.38429508786518e-06,0.999999904428131,6,18,"positive regulation of leukocyte apoptotic process","BP"
"GO:0002831",2.40699758509834e-06,0.999999721727898,10,77,"regulation of response to biotic stimulus","BP"
"GO:1990266",2.52903571459324e-06,0.999999804534383,8,35,"neutrophil migration","BP"
"GO:0044093",2.56910185757972e-06,0.999998971100776,47,1128,"positive regulation of molecular function","BP"
"GO:0002706",2.78652275739674e-06,0.999999723069772,9,58,"regulation of lymphocyte mediated immunity","BP"
"GO:0051249",2.93476015523229e-06,0.999999391490086,16,190,"regulation of lymphocyte activation","BP"
"GO:0001934",2.96352269130335e-06,0.999999046987025,28,528,"positive regulation of protein phosphorylation","BP"
"GO:0022407",3.17237913245892e-06,0.999999337684245,16,193,"regulation of cell-cell adhesion","BP"
"GO:0052548",3.22886672143452e-06,0.999999250556057,18,215,"regulation of endopeptidase activity","BP"
"GO:0046427",3.27716136297864e-06,0.999999792409584,7,31,"positive regulation of JAK-STAT cascade","BP"
"GO:1904894",3.27716136297864e-06,0.999999792409584,7,31,"positive regulation of STAT cascade","BP"
"GO:0008284",3.3705461185388e-06,0.999998959343479,26,446,"positive regulation of cell proliferation","BP"
"GO:0045859",3.37421028918484e-06,0.999998931562968,27,498,"regulation of protein kinase activity","BP"
"GO:0010648",3.45991175965647e-06,0.999998695931661,37,797,"negative regulation of cell communication","BP"
"GO:0051247",3.55572077949472e-06,0.999998593726643,44,1017,"positive regulation of protein metabolic process","BP"
"GO:0045321",3.72928408479645e-06,0.999998667460668,33,645,"leukocyte activation","BP"
"GO:0002694",3.75160951591116e-06,0.999999159645082,17,218,"regulation of leukocyte activation","BP"
"GO:0023057",3.75878994406279e-06,0.999998577790993,37,800,"negative regulation of signaling","BP"
"GO:0071360",4.15917713739758e-06,0.999999889710065,5,12,"cellular response to exogenous dsRNA","BP"
"GO:0070232",4.27883405085854e-06,0.999999806692251,6,19,"regulation of T cell apoptotic process","BP"
"GO:0022408",4.39375161875322e-06,0.999999455647979,10,77,"negative regulation of cell-cell adhesion","BP"
"GO:0002367",4.50774117263e-06,0.999999611265706,8,43,"cytokine production involved in immune response","BP"
"GO:0042509",4.61897837638101e-06,0.999999689828357,7,32,"regulation of tyrosine phosphorylation of STAT protein","BP"
"GO:0050731",4.73448608493863e-06,0.999999405654491,10,82,"positive regulation of peptidyl-tyrosine phosphorylation","BP"
"GO:0010942",5.03525883360273e-06,0.999998408752882,26,445,"positive regulation of cell death","BP"
"GO:0051091",5.04032040167343e-06,0.999999041008336,14,159,"positive regulation of DNA binding transcription factor activity","BP"
"GO:0007275",5.24223260852965e-06,0.999997692553437,85,2697,"multicellular organism development","BP"
"GO:0071216",5.29870974532441e-06,0.999999149761394,12,112,"cellular response to biotic stimulus","BP"
"GO:0002718",5.47687260786871e-06,0.999999622353095,7,32,"regulation of cytokine production involved in immune response","BP"
"GO:0043065",5.4843456541796e-06,0.999998301523397,25,417,"positive regulation of apoptotic process","BP"
"GO:0070230",5.53193885978091e-06,0.999999851151381,5,11,"positive regulation of lymphocyte apoptotic process","BP"
"GO:0007260",5.68461633466891e-06,0.999999603850296,7,33,"tyrosine phosphorylation of STAT protein","BP"
"GO:0034343",5.69004715762905e-06,1,3,3,"type III interferon production","BP"
"GO:0034344",5.69004715762905e-06,1,3,3,"regulation of type III interferon production","BP"
"GO:0043435",5.71803591822103e-06,1,3,3,"response to corticotropin-releasing hormone","BP"
"GO:0071376",5.71803591822103e-06,1,3,3,"cellular response to corticotropin-releasing hormone stimulus","BP"
"GO:0001933",5.78571980824726e-06,0.999998524073529,19,284,"negative regulation of protein phosphorylation","BP"
"GO:0042089",5.88280470080355e-06,0.999999466809199,8,48,"cytokine biosynthetic process","BP"
"GO:0072676",5.94239282005633e-06,0.999999594612845,7,28,"lymphocyte migration","BP"
"GO:0050729",6.02393280939356e-06,0.999999459148949,8,43,"positive regulation of inflammatory response","BP"
"GO:0002483",6.11499373106692e-06,0.999999923747359,4,7,"antigen processing and presentation of endogenous peptide antigen","BP"
"GO:0019885",6.11499373106692e-06,0.999999923747359,4,7,"antigen processing and presentation of endogenous peptide antigen via MHC class I","BP"
"GO:0005102",6.13643371016235e-06,0.999997682449817,35,734,"receptor binding","MF"
"GO:0043068",6.2087940437072e-06,0.999998062339559,25,421,"positive regulation of programmed cell death","BP"
"GO:0043122",6.25359364973852e-06,0.999998701625363,15,175,"regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0032897",6.35998328685349e-06,0.999999687339049,6,20,"negative regulation of viral transcription","BP"
"GO:0032481",6.38484992815275e-06,0.999999291412591,9,62,"positive regulation of type I interferon production","BP"
"GO:0001775",6.39166294648473e-06,0.99999758155516,35,728,"cell activation","BP"
"GO:0070228",6.62449360624381e-06,0.999999529482344,7,32,"regulation of lymphocyte apoptotic process","BP"
"GO:0050866",6.82719104261686e-06,0.999999107311566,10,80,"negative regulation of cell activation","BP"
"GO:0043066",6.8693670605714e-06,0.999997685167137,28,522,"negative regulation of apoptotic process","BP"
"GO:2000112",6.93978755464903e-06,0.99999692401458,85,2682,"regulation of cellular macromolecule biosynthetic process","BP"
"GO:0042107",6.99389316134767e-06,0.999999349221178,8,49,"cytokine metabolic process","BP"
"GO:0042327",7.11177318715529e-06,0.999997596170441,28,554,"positive regulation of phosphorylation","BP"
"GO:0071674",7.2649758363939e-06,0.999999488580401,7,28,"mononuclear cell migration","BP"
"GO:0001730",7.44319621167641e-06,1,3,3,"2'-5'-oligoadenylate synthetase activity","MF"
"GO:0051252",7.86827642847887e-06,0.999996226673194,81,2516,"regulation of RNA metabolic process","BP"
"GO:0014070",8.4730141174288e-06,0.999997049851237,29,576,"response to organic cyclic compound","BP"
"GO:0001568",8.49560853573287e-06,0.999997675694023,20,343,"blood vessel development","BP"
"GO:1902679",8.58640416615717e-06,0.999996614865364,37,811,"negative regulation of RNA biosynthetic process","BP"
"GO:1903507",8.58640416615717e-06,0.999996614865364,37,811,"negative regulation of nucleic acid-templated transcription","BP"
"GO:0008083",8.58660067568623e-06,0.999999016569173,9,58,"growth factor activity","MF"
"GO:0052547",8.9371182855462e-06,0.99999775454134,18,232,"regulation of peptidase activity","BP"
"GO:0030217",9.13458347480315e-06,0.999998594729675,11,106,"T cell differentiation","BP"
"GO:0000165",9.17058057902629e-06,0.999996922924653,27,511,"MAPK cascade","BP"
"GO:0032020",9.31646581189957e-06,0.999999893038759,4,6,"ISG15-protein conjugation","BP"
