"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:1903901",1.88787504987731e-15,1,35,55,"negative regulation of viral life cycle","BP"
"GO:0030154",2.89043446185539e-15,1,425,2064,"cell differentiation","BP"
"GO:0050778",4.01902747588558e-15,1,119,388,"positive regulation of immune response","BP"
"GO:0005515",5.02777820725726e-15,1,1218,7129,"protein binding","MF"
"GO:0060337",7.29218710633105e-15,1,37,62,"type I interferon signaling pathway","BP"
"GO:0071357",7.29218710633105e-15,1,37,62,"cellular response to type I interferon","BP"
"GO:0032501",8.84198962511968e-15,1,655,3463,"multicellular organismal process","BP"
"GO:1901700",9.46558063392623e-15,1,222,911,"response to oxygen-containing compound","BP"
"GO:0012501",1.07837605722256e-14,1,286,1252,"programmed cell death","BP"
"GO:0032268",1.46949362455114e-14,1,356,1637,"regulation of cellular protein metabolic process","BP"
"GO:0006954",1.64289066515433e-14,1,97,293,"inflammatory response","BP"
"GO:0071346",4.89420858485922e-14,1,39,71,"cellular response to interferon-gamma","BP"
"GO:0048869",5.82096830217228e-14,1,440,2190,"cellular developmental process","BP"
"GO:0032101",6.21282894953142e-14,1,105,339,"regulation of response to external stimulus","BP"
"GO:0007165",6.54507075430368e-14,1,580,3025,"signal transduction","BP"
"GO:0007154",7.84019932938403e-14,1,614,3241,"cell communication","BP"
"GO:0051704",1.09676274686868e-13,1,313,1387,"multi-organism process","BP"
"GO:0009893",1.20121227833312e-13,1,423,2076,"positive regulation of metabolic process","BP"
"GO:0023052",1.39017167787425e-13,1,610,3227,"signaling","BP"
"GO:0051246",1.53504790253868e-13,1,369,1740,"regulation of protein metabolic process","BP"
"GO:0045321",1.66024447520939e-13,1,168,645,"leukocyte activation","BP"
"GO:0051172",1.66231426819887e-13,1,341,1585,"negative regulation of nitrogen compound metabolic process","BP"
"GO:0031324",2.30235059915967e-13,1,357,1684,"negative regulation of cellular metabolic process","BP"
"GO:0051241",4.05615194350784e-13,1,150,563,"negative regulation of multicellular organismal process","BP"
"GO:0006915",4.56495911871108e-13,1,272,1210,"apoptotic process","BP"
"GO:0010604",4.82687281954475e-13,1,399,1954,"positive regulation of macromolecule metabolic process","BP"
"GO:0008283",5.63753494595911e-13,1,258,1140,"cell proliferation","BP"
"GO:0001775",6.29320084108735e-13,1,182,728,"cell activation","BP"
"GO:0050793",1.06157663678935e-12,1,292,1352,"regulation of developmental process","BP"
"GO:0045071",1.94112639173784e-12,1,27,41,"negative regulation of viral genome replication","BP"
"GO:0001817",2.27710921786908e-12,1,101,338,"regulation of cytokine production","BP"
"GO:0009617",3.1865041206281e-12,1,80,237,"response to bacterium","BP"
"GO:0009892",3.3464114592335e-12,1,394,1896,"negative regulation of metabolic process","BP"
"GO:0043227",3.81566145813605e-12,1,1317,7896,"membrane-bounded organelle","CC"
"GO:0009888",3.92521601048814e-12,1,229,1021,"tissue development","BP"
"GO:0010605",6.91931900384933e-12,1,371,1769,"negative regulation of macromolecule metabolic process","BP"
"GO:0031325",7.27285108653134e-12,1,385,1921,"positive regulation of cellular metabolic process","BP"
"GO:0009967",7.61330183403956e-12,1,209,897,"positive regulation of signal transduction","BP"
"GO:0048731",9.79370138739091e-12,1,463,2400,"system development","BP"
"GO:0033993",1.0775130552727e-11,1,138,531,"response to lipid","BP"
"GO:0009966",1.1304842701044e-11,1,365,1799,"regulation of signal transduction","BP"
"GO:0023056",1.15831708386181e-11,1,221,967,"positive regulation of signaling","BP"
"GO:0042981",1.21192411300704e-11,1,220,956,"regulation of apoptotic process","BP"
"GO:0001816",1.34162268508449e-11,1,106,372,"cytokine production","BP"
"GO:0032502",1.52555393959054e-11,1,595,3215,"developmental process","BP"
"GO:0001525",1.80090015646962e-11,1,74,234,"angiogenesis","BP"
"GO:0043067",2.14843499417262e-11,1,221,967,"regulation of programmed cell death","BP"
"GO:0042127",2.59468354887888e-11,1,204,879,"regulation of cell proliferation","BP"
"GO:0010647",2.88358751361643e-11,1,218,959,"positive regulation of cell communication","BP"
"GO:0060333",3.06559330379939e-11,1,28,50,"interferon-gamma-mediated signaling pathway","BP"
"GO:0080090",3.40560889384198e-11,1,683,3777,"regulation of primary metabolic process","BP"
"GO:0065009",3.6073682484747e-11,1,389,1938,"regulation of molecular function","BP"
"GO:0040012",3.66632572744134e-11,1,126,489,"regulation of locomotion","BP"
"GO:0044092",3.75913895842008e-11,1,169,683,"negative regulation of molecular function","BP"
"GO:0007275",3.80688835126579e-11,1,508,2697,"multicellular organism development","BP"
"GO:0032496",3.98532562002167e-11,1,60,167,"response to lipopolysaccharide","BP"
"GO:0001932",3.99842305860007e-11,1,186,804,"regulation of protein phosphorylation","BP"
"GO:0048856",4.02518119560141e-11,1,550,2957,"anatomical structure development","BP"
"GO:0023051",4.45721188883771e-11,1,388,1955,"regulation of signaling","BP"
"GO:0031399",4.62958499422141e-11,1,243,1110,"regulation of protein modification process","BP"
"GO:0051174",5.10845186618993e-11,1,222,1005,"regulation of phosphorus metabolic process","BP"
"GO:0002253",5.16736825194071e-11,1,92,312,"activation of immune response","BP"
"GO:0019220",5.44102081351017e-11,1,220,994,"regulation of phosphate metabolic process","BP"
"GO:0001568",5.73386860015004e-11,1,95,343,"blood vessel development","BP"
"GO:0051248",5.92935487099286e-11,1,192,804,"negative regulation of protein metabolic process","BP"
"GO:0045595",6.49591006136975e-11,1,213,946,"regulation of cell differentiation","BP"
"GO:0002263",7.00983674915696e-11,1,114,413,"cell activation involved in immune response","BP"
"GO:0043900",7.21905359600287e-11,1,77,241,"regulation of multi-organism process","BP"
"GO:0051171",7.29122379940178e-11,1,666,3682,"regulation of nitrogen compound metabolic process","BP"
"GO:0010941",7.64217001605717e-11,1,231,1035,"regulation of cell death","BP"
"GO:0031974",8.48875615707972e-11,1,706,3821,"membrane-enclosed lumen","CC"
"GO:0043233",8.48875615707972e-11,1,706,3821,"organelle lumen","CC"
"GO:0070013",8.48875615707972e-11,1,706,3821,"intracellular organelle lumen","CC"
"GO:0001944",8.99026420120003e-11,1,98,360,"vasculature development","BP"
"GO:0010646",9.28070065849949e-11,1,381,1924,"regulation of cell communication","BP"
"GO:0051240",1.10167645004366e-10,1,181,788,"positive regulation of multicellular organismal process","BP"
"GO:2000026",1.11988534988066e-10,1,225,1018,"regulation of multicellular organismal development","BP"
"GO:0050794",1.15586328609206e-10,1,1004,5909,"regulation of cellular process","BP"
"GO:0048534",1.27018829345794e-10,1,135,516,"hematopoietic or lymphoid organ development","BP"
"GO:0043086",1.38949461251861e-10,1,135,516,"negative regulation of catalytic activity","BP"
"GO:0032269",1.4174294654648e-10,1,185,774,"negative regulation of cellular protein metabolic process","BP"
"GO:0002237",1.42986387625191e-10,0.999999999964637,61,175,"response to molecule of bacterial origin","BP"
"GO:0051173",1.47340633152246e-10,1,366,1850,"positive regulation of nitrogen compound metabolic process","BP"
"GO:0009986",1.53074085727708e-10,1,90,318,"cell surface","CC"
"GO:0006979",1.69473026587441e-10,1,87,291,"response to oxidative stress","BP"
"GO:1902533",1.83090053741259e-10,1,139,556,"positive regulation of intracellular signal transduction","BP"
"GO:0031323",1.83799701108005e-10,1,694,3876,"regulation of cellular metabolic process","BP"
"GO:2000145",1.90266866839644e-10,1,116,449,"regulation of cell motility","BP"
"GO:0030097",2.08173146464926e-10,1,130,493,"hemopoiesis","BP"
"GO:0002366",2.14128997765297e-10,1,112,410,"leukocyte activation involved in immune response","BP"
"GO:0072358",2.25668362120721e-10,1,98,365,"cardiovascular system development","BP"
"GO:0002274",2.3363322626641e-10,1,105,375,"myeloid leukocyte activation","BP"
"GO:0005488",2.34855946692049e-10,1,1395,8610,"binding","MF"
"GO:0065008",2.41883321588781e-10,1,393,1981,"regulation of biological quality","BP"
"GO:0048514",2.6232219967904e-10,1,83,291,"blood vessel morphogenesis","BP"
"GO:0002520",2.67645494858771e-10,1,140,549,"immune system development","BP"
"GO:0043069",3.20897287495986e-10,1,134,532,"negative regulation of programmed cell death","BP"
"GO:0043066",3.31042938832532e-10,1,132,522,"negative regulation of apoptotic process","BP"
"GO:1901342",3.39069825883996e-10,0.999999999922918,50,137,"regulation of vasculature development","BP"
"GO:0048513",3.71257527096791e-10,1,352,1767,"animal organ development","BP"
"GO:0048646",3.82932467047755e-10,1,132,547,"anatomical structure formation involved in morphogenesis","BP"
"GO:0045765",4.14731378497696e-10,0.999999999908802,47,125,"regulation of angiogenesis","BP"
"GO:0022610",4.70181973485984e-10,1,149,631,"biological adhesion","BP"
"GO:0042325",4.75664891165856e-10,1,198,895,"regulation of phosphorylation","BP"
"GO:0065007",5.59754195330463e-10,1,1106,6598,"biological regulation","BP"
"GO:0045088",6.71002715805527e-10,1,78,259,"regulation of innate immune response","BP"
"GO:0050792",1.07000527033763e-09,0.999999999686615,53,145,"regulation of viral process","BP"
"GO:0051270",1.09380577693209e-09,1,121,487,"regulation of cellular component movement","BP"
"GO:0007155",1.125869898212e-09,1,147,628,"cell adhesion","BP"
"GO:0030334",1.13919462821136e-09,1,108,421,"regulation of cell migration","BP"
"GO:0002764",1.18761328418451e-09,1,85,297,"immune response-regulating signaling pathway","BP"
"GO:1903900",1.19314648067633e-09,0.999999999714031,40,97,"regulation of viral life cycle","BP"
"GO:0048585",1.3127630415904e-09,1,200,903,"negative regulation of response to stimulus","BP"
"GO:0002443",1.401506516073e-09,1,115,437,"leukocyte mediated immunity","BP"
"GO:0060548",1.43421943223453e-09,1,142,585,"negative regulation of cell death","BP"
"GO:0051094",1.52890916095001e-09,1,152,659,"positive regulation of developmental process","BP"
"GO:0050789",1.61280619709107e-09,1,1052,6253,"regulation of biological process","BP"
"GO:0009611",1.61933513895551e-09,1,100,370,"response to wounding","BP"
"GO:2000147",1.67643255965216e-09,1,74,251,"positive regulation of cell motility","BP"
"GO:0060429",1.87253415512802e-09,1,155,670,"epithelium development","BP"
"GO:0002683",1.98135519450589e-09,1,68,214,"negative regulation of immune system process","BP"
"GO:0030335",2.13557988609557e-09,1,73,248,"positive regulation of cell migration","BP"
"GO:0001934",2.18813546522768e-09,1,128,528,"positive regulation of protein phosphorylation","BP"
"GO:0031349",2.50998949421115e-09,1,77,259,"positive regulation of defense response","BP"
"GO:0060255",2.59547187392062e-09,1,687,3855,"regulation of macromolecule metabolic process","BP"
"GO:0043903",2.73711574573429e-09,0.999999999109201,55,157,"regulation of symbiosis, encompassing mutualism through parasitism","BP"
"GO:0001818",2.7583045030259e-09,0.999999999177347,48,132,"negative regulation of cytokine production","BP"
"GO:0016477",2.78949106068194e-09,1,160,710,"cell migration","BP"
"GO:0048870",3.25006637932807e-09,1,169,761,"cell motility","BP"
"GO:0051674",3.25006637932807e-09,1,169,761,"localization of cell","BP"
"GO:0040011",3.5501685379911e-09,1,190,881,"locomotion","BP"
"GO:0030141",3.65664730605035e-09,1,119,465,"secretory granule","CC"
"GO:0032270",4.03333678606524e-09,1,209,961,"positive regulation of cellular protein metabolic process","BP"
"GO:0050727",4.18443209348075e-09,0.999999998714097,49,137,"regulation of inflammatory response","BP"
"GO:0009719",4.25732050438268e-09,1,195,903,"response to endogenous stimulus","BP"
"GO:0052548",4.28004266621861e-09,1,68,215,"regulation of endopeptidase activity","BP"
"GO:0009653",4.32415244534591e-09,1,281,1414,"anatomical structure morphogenesis","BP"
"GO:0010648",4.65853901031581e-09,1,178,797,"negative regulation of cell communication","BP"
"GO:0002757",5.24352448764727e-09,1,80,281,"immune response-activating signal transduction","BP"
"GO:0023057",6.13530558996554e-09,1,178,800,"negative regulation of signaling","BP"
"GO:0051272",6.18020449107763e-09,1,74,258,"positive regulation of cellular component movement","BP"
"GO:0097190",6.37342195821111e-09,1,110,422,"apoptotic signaling pathway","BP"
"GO:0019222",6.51372367523777e-09,1,731,4153,"regulation of metabolic process","BP"
"GO:0010951",8.64730117025525e-09,0.999999997541426,42,109,"negative regulation of endopeptidase activity","BP"
"GO:0002697",9.14494413354845e-09,0.999999996855134,54,165,"regulation of immune effector process","BP"
"GO:0031012",1.01600066786482e-08,1,74,242,"extracellular matrix","CC"
"GO:0009968",1.08717887553979e-08,1,168,751,"negative regulation of signal transduction","BP"
"GO:0099503",1.09580903981752e-08,1,129,527,"secretory vesicle","CC"
"GO:0002275",1.1434236146152e-08,1,93,341,"myeloid cell activation involved in immune response","BP"
"GO:0042327",1.25398243157039e-08,1,130,554,"positive regulation of phosphorylation","BP"
"GO:0031401",1.37502094942067e-08,1,165,735,"positive regulation of protein modification process","BP"
"GO:0034612",1.42794046493703e-08,0.999999994616703,62,188,"response to tumor necrosis factor","BP"
"GO:0010562",1.54005947712784e-08,1,137,592,"positive regulation of phosphorus metabolic process","BP"
"GO:0045937",1.54005947712784e-08,1,137,592,"positive regulation of phosphate metabolic process","BP"
"GO:0043408",1.58796502690157e-08,1,99,391,"regulation of MAPK cascade","BP"
"GO:0051247",1.59988760133561e-08,1,216,1017,"positive regulation of protein metabolic process","BP"
"GO:0010466",1.68486232782962e-08,0.999999995061766,42,111,"negative regulation of peptidase activity","BP"
"GO:1901701",1.74921671628774e-08,1,144,625,"cellular response to oxygen-containing compound","BP"
"GO:0002444",1.74988979085905e-08,1,93,344,"myeloid leukocyte mediated immunity","BP"
"GO:0040017",1.75894942193327e-08,1,75,269,"positive regulation of locomotion","BP"
"GO:0000165",1.78905435829093e-08,1,123,511,"MAPK cascade","BP"
"GO:0032940",1.79763410720713e-08,1,178,803,"secretion by cell","BP"
"GO:0046903",1.89310947091479e-08,1,187,856,"secretion","BP"
"GO:0052547",1.9349889058399e-08,1,70,232,"regulation of peptidase activity","BP"
"GO:0034599",1.95483415653237e-08,0.999999992559167,61,195,"cellular response to oxidative stress","BP"
"GO:0051093",2.38352141463346e-08,1,114,469,"negative regulation of developmental process","BP"
"GO:0071222",3.02906595875645e-08,0.999999991887676,36,92,"cellular response to lipopolysaccharide","BP"
"GO:1901362",3.11005954172163e-08,1,532,2928,"organic cyclic compound biosynthetic process","BP"
"GO:0061135",3.92543800073136e-08,0.999999991764974,28,60,"endopeptidase regulator activity","MF"
"GO:0005102",3.9656195978938e-08,1,164,734,"receptor binding","MF"
"GO:0032103",4.17086815271949e-08,0.999999986558455,45,126,"positive regulation of response to external stimulus","BP"
"GO:0035556",4.65933861904741e-08,1,315,1633,"intracellular signal transduction","BP"
"GO:0002526",4.84671160493635e-08,0.999999991247192,24,49,"acute inflammatory response","BP"
"GO:0070098",5.06881282910478e-08,0.999999995989946,16,22,"chemokine-mediated signaling pathway","BP"
"GO:0043299",5.30056419108785e-08,1,90,337,"leukocyte degranulation","BP"
"GO:0002446",5.34741127204679e-08,1,87,322,"neutrophil mediated immunity","BP"
"GO:0071356",5.56600517139497e-08,0.999999978982296,57,172,"cellular response to tumor necrosis factor","BP"
"GO:1902531",5.88942675381047e-08,1,226,1109,"regulation of intracellular signal transduction","BP"
"GO:0043226",5.90314481372114e-08,1,1353,8335,"organelle","CC"
"GO:0006468",5.97089063404518e-08,1,233,1157,"protein phosphorylation","BP"
"GO:0045785",6.00389962628362e-08,0.999999976956197,57,188,"positive regulation of cell adhesion","BP"
"GO:0036230",6.04177680141896e-08,1,87,322,"granulocyte activation","BP"
"GO:0042119",6.35126343456443e-08,1,86,318,"neutrophil activation","BP"
"GO:0000786",6.35939046581345e-08,0.999999985167537,34,62,"nucleosome","CC"
"GO:0004866",6.89389291693762e-08,0.999999986098303,26,55,"endopeptidase inhibitor activity","MF"
"GO:0030414",6.89389291693762e-08,0.999999986098303,26,55,"peptidase inhibitor activity","MF"
"GO:0005125",6.89547115211073e-08,0.999999984664148,29,62,"cytokine activity","MF"
"GO:0002283",6.95008485541344e-08,1,85,314,"neutrophil activation involved in immune response","BP"
"GO:0043312",6.95008485541344e-08,1,85,314,"neutrophil degranulation","BP"
"GO:0010629",7.19016695147139e-08,1,264,1270,"negative regulation of gene expression","BP"
"GO:0045596",7.33557178737598e-08,1,91,356,"negative regulation of cell differentiation","BP"
"GO:0071219",7.57444499627279e-08,0.999999978652521,36,95,"cellular response to molecule of bacterial origin","BP"
"GO:0030162",7.6632323390589e-08,1,121,492,"regulation of proteolysis","BP"
"GO:1903706",7.82531787573207e-08,1,78,268,"regulation of hemopoiesis","BP"
"GO:0000302",7.96092730202709e-08,0.999999971615998,50,151,"response to reactive oxygen species","BP"
"GO:0045055",8.0798645224541e-08,1,114,465,"regulated exocytosis","BP"
"GO:0044444",8.54280040171198e-08,1,1042,6166,"cytoplasmic part","CC"
"GO:0030198",9.62191564484081e-08,0.999999966212154,47,153,"extracellular matrix organization","BP"
"GO:0043062",9.62191564484081e-08,0.999999966212154,47,153,"extracellular structure organization","BP"
"GO:0072359",1.13774464192207e-07,1,125,555,"circulatory system development","BP"
"GO:0050790",1.27459317329435e-07,1,280,1416,"regulation of catalytic activity","BP"
"GO:0048018",1.30894667282843e-07,0.999999956668903,44,120,"receptor ligand activity","MF"
"GO:0014070",1.35906125630148e-07,1,131,576,"response to organic cyclic compound","BP"
"GO:0033554",1.43658382991419e-07,1,287,1454,"cellular response to stress","BP"
"GO:0030155",1.44308048294413e-07,1,87,348,"regulation of cell adhesion","BP"
"GO:0023014",1.47439822275229e-07,1,123,532,"signal transduction by protein phosphorylation","BP"
"GO:0006887",1.53972829888447e-07,1,127,542,"exocytosis","BP"
"GO:0010628",1.56638493752199e-07,1,237,1179,"positive regulation of gene expression","BP"
"GO:0005775",1.59558346544486e-07,0.999999951040026,38,107,"vacuolar lumen","CC"
"GO:0051130",1.62166617913745e-07,1,163,760,"positive regulation of cellular component organization","BP"
"GO:0051346",1.65958952478934e-07,1,62,213,"negative regulation of hydrolase activity","BP"
"GO:0044815",1.77283001923628e-07,0.999999953789413,35,69,"DNA packaging complex","CC"
"GO:0042542",1.83244063008433e-07,0.99999994490664,37,100,"response to hydrogen peroxide","BP"
"GO:0007249",1.83271275244331e-07,0.999999926121868,58,194,"I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0045069",1.93206288440203e-07,0.999999954224001,28,66,"regulation of viral genome replication","BP"
"GO:0010035",2.16222732879372e-07,1,83,316,"response to inorganic substance","BP"
"GO:0043231",2.23516179562819e-07,1,1181,7137,"intracellular membrane-bounded organelle","CC"
"GO:0045861",2.44085094309876e-07,0.999999904738009,54,172,"negative regulation of proteolysis","BP"
"GO:0042802",2.57439220935581e-07,1,217,1050,"identical protein binding","MF"
"GO:0008284",2.74370940107126e-07,1,107,446,"positive regulation of cell proliferation","BP"
"GO:0051338",2.96502023840855e-07,1,150,681,"regulation of transferase activity","BP"
"GO:0051128",3.06918136684175e-07,1,293,1537,"regulation of cellular component organization","BP"
"GO:0032879",3.11980869098754e-07,1,277,1432,"regulation of localization","BP"
"GO:0045089",3.17187099719398e-07,1,62,217,"positive regulation of innate immune response","BP"
"GO:0051090",3.25216101860949e-07,1,68,254,"regulation of DNA binding transcription factor activity","BP"
"GO:0002673",3.29343042929341e-07,0.999999961016799,16,27,"regulation of acute inflammatory response","BP"
"GO:0043122",3.85403271518387e-07,0.999999847707547,53,175,"regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0030099",4.02628454167555e-07,1,69,244,"myeloid cell differentiation","BP"
"GO:1904035",4.15227927864413e-07,0.999999926892064,20,42,"regulation of epithelial cell apoptotic process","BP"
"GO:0004867",4.64997771148515e-07,0.99999994816829,15,25,"serine-type endopeptidase inhibitor activity","MF"
"GO:0040007",5.27141372323166e-07,1,129,583,"growth","BP"
"GO:0070371",5.71967557178507e-07,0.999999793703587,44,137,"ERK1 and ERK2 cascade","BP"
"GO:0010563",5.80667409230759e-07,1,89,367,"negative regulation of phosphorus metabolic process","BP"
"GO:0019058",7.10484690346153e-07,0.999999777236588,64,233,"viral life cycle","BP"
"GO:0001819",7.26664503757531e-07,1,60,214,"positive regulation of cytokine production","BP"
"GO:0050900",8.02895123362062e-07,0.999999672764813,53,180,"leukocyte migration","BP"
"GO:0030545",9.15664906343408e-07,0.999999662139136,45,133,"receptor regulator activity","MF"
"GO:0019079",9.44251349495917e-07,0.999999720615333,32,87,"viral genome replication","BP"
"GO:0030855",9.50218946552711e-07,0.999999676673155,83,339,"epithelial cell differentiation","BP"
"GO:1904018",9.59354378381387e-07,0.999999735349257,29,78,"positive regulation of vasculature development","BP"
"GO:0046983",1.0418413072021e-06,0.999999594437644,170,766,"protein dimerization activity","MF"
"GO:0019438",1.12881718588786e-06,0.999999356905915,508,2839,"aromatic compound biosynthetic process","BP"
"GO:0055114",1.13473969806332e-06,0.999999566100165,150,651,"oxidation-reduction process","BP"
"GO:0010942",1.14007217202301e-06,0.999999589484567,106,445,"positive regulation of cell death","BP"
"GO:0006796",1.21196764159346e-06,0.999999322948485,375,2008,"phosphate-containing compound metabolic process","BP"
"GO:0005578",1.21438642781442e-06,0.999999589608019,37,116,"proteinaceous extracellular matrix","CC"
"GO:1901570",1.35020480106833e-06,0.999999711481883,22,49,"fatty acid derivative biosynthetic process","BP"
"GO:0019219",1.35203495665164e-06,0.999999230336021,487,2737,"regulation of nucleobase-containing compound metabolic process","BP"
"GO:0002685",1.36470698023879e-06,0.999999611580049,30,77,"regulation of leukocyte migration","BP"
"GO:0016310",1.38082611005338e-06,0.999999247162225,282,1456,"phosphorylation","BP"
"GO:0045936",1.47750027621787e-06,0.999999485669286,88,366,"negative regulation of phosphate metabolic process","BP"
"GO:0050840",1.5757719853985e-06,0.999999787057692,15,28,"extracellular matrix binding","MF"
"GO:0018130",1.67755813083816e-06,0.999998930257512,508,2844,"heterocycle biosynthetic process","BP"
"GO:1901698",1.7508570536041e-06,0.999999331111049,141,654,"response to nitrogen compound","BP"
"GO:0042592",1.8228622363519e-06,0.999999046632684,194,934,"homeostatic process","BP"
"GO:0006793",2.01173113172845e-06,0.999998739750703,384,2069,"phosphorus metabolic process","BP"
"GO:0009889",2.04286050884577e-06,0.999998695270968,506,2857,"regulation of biosynthetic process","BP"
"GO:0045766",2.14178092110244e-06,0.999999432691664,26,68,"positive regulation of angiogenesis","BP"
"GO:0002687",2.17691091171006e-06,0.999999456316933,25,59,"positive regulation of leukocyte migration","BP"
"GO:0043433",2.24162849803438e-06,0.999999282093587,33,96,"negative regulation of DNA binding transcription factor activity","BP"
"GO:0071216",2.25779278318275e-06,0.999999219096981,37,112,"cellular response to biotic stimulus","BP"
"GO:0051051",2.28619133780571e-06,0.999999042908943,68,259,"negative regulation of transport","BP"
"GO:1901360",2.41201649505707e-06,0.999998342127081,733,4210,"organic cyclic compound metabolic process","BP"
"GO:0061134",2.50201890536574e-06,0.999999239600129,31,83,"peptidase regulator activity","MF"
"GO:1904019",2.575151307881e-06,0.99999937852646,23,58,"epithelial cell apoptotic process","BP"
"GO:0009725",2.71776409345262e-06,0.99999867792502,120,544,"response to hormone","BP"
"GO:0051253",2.82473557213677e-06,0.999998371396653,181,873,"negative regulation of RNA metabolic process","BP"
"GO:0045935",2.85689327854148e-06,0.999998305371198,219,1124,"positive regulation of nucleobase-containing compound metabolic process","BP"
"GO:0045934",3.24488539462082e-06,0.999998102490173,196,964,"negative regulation of nucleobase-containing compound metabolic process","BP"
"GO:1902679",3.48297173749539e-06,0.999998005438662,170,811,"negative regulation of RNA biosynthetic process","BP"
"GO:1903507",3.48297173749539e-06,0.999998005438662,170,811,"negative regulation of nucleic acid-templated transcription","BP"
"GO:0034654",3.67237284116066e-06,0.999997420843256,498,2797,"nucleobase-containing compound biosynthetic process","BP"
"GO:0042060",3.81291373717113e-06,0.999998319467534,77,308,"wound healing","BP"
"GO:0045892",4.00220348875013e-06,0.999997714134432,165,784,"negative regulation of transcription, DNA-templated","BP"
"GO:0006928",4.12873976835382e-06,0.999997563457941,203,1033,"movement of cell or subcellular component","BP"
"GO:0000003",4.3387239820531e-06,0.999997565487562,147,699,"reproduction","BP"
"GO:0022414",4.3387239820531e-06,0.999997565487562,147,699,"reproductive process","BP"
"GO:0006508",4.40093179637514e-06,0.99999737788573,218,1087,"proteolysis","BP"
"GO:0043065",4.4187318277543e-06,0.999997723585983,99,417,"positive regulation of apoptotic process","BP"
