"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:1903311",5.78158934749609e-14,1,95,225,"regulation of mRNA metabolic process","BP"
"GO:0010467",8.17956298070829e-14,1,895,3656,"gene expression","BP"
"GO:0044237",1.01744169451673e-13,1,1525,6786,"cellular metabolic process","BP"
"GO:0061418",1.02864622789774e-13,1,45,68,"regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP"
"GO:0016032",1.11913773489305e-13,1,217,632,"viral process","BP"
"GO:0044271",1.12524553137453e-13,1,825,3322,"cellular nitrogen compound biosynthetic process","BP"
"GO:0033238",1.9289230688117e-13,1,40,56,"regulation of cellular amine metabolic process","BP"
"GO:0031145",2.03011186650274e-13,1,48,74,"anaphase-promoting complex-dependent catabolic process","BP"
"GO:0043620",2.44246963500213e-13,1,56,100,"regulation of DNA-templated transcription in response to stress","BP"
"GO:0051438",2.55822484171282e-13,1,61,111,"regulation of ubiquitin-protein transferase activity","BP"
"GO:0016043",3.3680822187922e-13,1,943,3927,"cellular component organization","BP"
"GO:0010605",4.32047430328375e-13,1,481,1769,"negative regulation of macromolecule metabolic process","BP"
"GO:1901360",4.39901450271788e-13,1,1008,4210,"organic cyclic compound metabolic process","BP"
"GO:0051443",4.75097754233139e-13,1,54,94,"positive regulation of ubiquitin-protein transferase activity","BP"
"GO:0043603",5.07689529905785e-13,1,264,784,"cellular amide metabolic process","BP"
"GO:0043933",5.44043166126703e-13,1,425,1484,"macromolecular complex subunit organization","BP"
"GO:0034622",6.70201521361975e-13,1,253,774,"cellular macromolecular complex assembly","BP"
"GO:0043618",7.33712921524763e-13,1,54,96,"regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0006725",7.42746031923735e-13,1,981,4089,"cellular aromatic compound metabolic process","BP"
"GO:0031397",7.88127086382363e-13,1,66,126,"negative regulation of protein ubiquitination","BP"
"GO:0006518",8.20195459040692e-13,1,239,682,"peptide metabolic process","BP"
"GO:0005488",8.73733850911062e-13,1,1846,8610,"binding","MF"
"GO:0048522",1.16383308141787e-12,1,717,2965,"positive regulation of cellular process","BP"
"GO:0022613",1.58707576079635e-12,1,160,420,"ribonucleoprotein complex biogenesis","BP"
"GO:0031146",1.62450130121495e-12,1,43,66,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP"
"GO:0002220",1.8583976056875e-12,1,50,87,"innate immune response activating cell surface receptor signaling pathway","BP"
"GO:0002223",1.8583976056875e-12,1,50,87,"stimulatory C-type lectin receptor signaling pathway","BP"
"GO:1902750",1.91915524160067e-12,1,49,82,"negative regulation of cell cycle G2/M phase transition","BP"
"GO:0009892",2.05884765515558e-12,1,505,1896,"negative regulation of metabolic process","BP"
"GO:1903321",2.42196541053144e-12,1,67,132,"negative regulation of protein modification by small protein conjugation or removal","BP"
"GO:0038093",2.67226178100098e-12,1,67,143,"Fc receptor signaling pathway","BP"
"GO:0005737",3.03274581157247e-12,1,1592,7171,"cytoplasm","CC"
"GO:0006139",3.13626466912333e-12,1,955,3990,"nucleobase-containing compound metabolic process","BP"
"GO:0002218",3.26444865941296e-12,1,81,190,"activation of innate immune response","BP"
"GO:0008152",3.33657263784596e-12,1,1576,7099,"metabolic process","BP"
"GO:0046483",3.50409847668041e-12,1,974,4080,"heterocycle metabolic process","BP"
"GO:0071704",3.51171960206633e-12,1,1516,6798,"organic substance metabolic process","BP"
"GO:0006413",4.39476559854895e-12,1,88,173,"translational initiation","BP"
"GO:0090304",5.35256781390238e-12,1,858,3580,"nucleic acid metabolic process","BP"
"GO:0043488",6.27658936023963e-12,1,61,123,"regulation of mRNA stability","BP"
"GO:0048519",8.01626156409477e-12,1,763,3113,"negative regulation of biological process","BP"
"GO:0045089",8.23258855123196e-12,1,88,217,"positive regulation of innate immune response","BP"
"GO:0009987",1.07733930098719e-11,1,1891,8842,"cellular process","BP"
"GO:0005838",1.12657732349633e-11,1,19,20,"proteasome regulatory particle","CC"
"GO:0048518",1.26981586125697e-11,1,782,3285,"positive regulation of biological process","BP"
"GO:0051704",1.39890868257422e-11,1,387,1387,"multi-organism process","BP"
"GO:0010972",1.43238093586652e-11,1,47,80,"negative regulation of G2/M transition of mitotic cell cycle","BP"
"GO:0060218",1.72749790085111e-11,1,54,88,"hematopoietic stem cell differentiation","BP"
"GO:1905369",1.98906336422242e-11,1,41,64,"endopeptidase complex","CC"
"GO:0044085",2.10014012731012e-11,1,560,2139,"cellular component biogenesis","BP"
"GO:1903050",2.10498807349477e-11,1,89,215,"regulation of proteolysis involved in cellular protein catabolic process","BP"
"GO:0043487",2.31852989396531e-11,1,62,130,"regulation of RNA stability","BP"
"GO:0072594",2.49371084029989e-11,1,174,494,"establishment of protein localization to organelle","BP"
"GO:0045296",2.56590470194973e-11,1,104,279,"cadherin binding","MF"
"GO:0061013",2.73288761657362e-11,1,64,137,"regulation of mRNA catabolic process","BP"
"GO:1902036",2.95145765463881e-11,1,52,83,"regulation of hematopoietic stem cell differentiation","BP"
"GO:0002758",3.09856782224476e-11,1,75,177,"innate immune response-activating signal transduction","BP"
"GO:0002253",3.27187756946569e-11,1,112,312,"activation of immune response","BP"
"GO:0050839",3.53182601789009e-11,1,122,351,"cell adhesion molecule binding","MF"
"GO:0022402",3.91169569198388e-11,1,283,1012,"cell cycle process","BP"
"GO:0031398",3.98823449564644e-11,1,69,152,"positive regulation of protein ubiquitination","BP"
"GO:0006807",4.08009903915026e-11,1,1416,6317,"nitrogen compound metabolic process","BP"
"GO:0101002",4.10989661798683e-11,1,62,134,"ficolin-1-rich granule","CC"
"GO:0043170",4.64023334301618e-11,1,1313,5852,"macromolecule metabolic process","BP"
"GO:0044238",4.66982084476217e-11,1,1469,6599,"primary metabolic process","BP"
"GO:1901363",4.92753713969019e-11,1,931,3997,"heterocyclic compound binding","MF"
"GO:1901576",5.14162418570381e-11,1,973,4129,"organic substance biosynthetic process","BP"
"GO:0002757",5.44895759830796e-11,1,103,281,"immune response-activating signal transduction","BP"
"GO:0000502",5.88279314304533e-11,1,40,63,"proteasome complex","CC"
"GO:1903052",6.3464161516782e-11,1,70,157,"positive regulation of proteolysis involved in cellular protein catabolic process","BP"
"GO:0009058",6.71166392214766e-11,1,981,4167,"biosynthetic process","BP"
"GO:0033365",7.05582638689236e-11,1,225,718,"protein localization to organelle","BP"
"GO:0051276",8.46029655131462e-11,1,263,913,"chromosome organization","BP"
"GO:0090175",8.58074720503154e-11,1,49,92,"regulation of establishment of planar polarity","BP"
"GO:0031396",9.13996494521104e-11,1,90,224,"regulation of protein ubiquitination","BP"
"GO:0045088",9.24088553180299e-11,1,97,259,"regulation of innate immune response","BP"
"GO:0051348",9.28796752288834e-11,1,102,265,"negative regulation of transferase activity","BP"
"GO:0009059",9.97653191437327e-11,1,831,3473,"macromolecule biosynthetic process","BP"
"GO:1903362",1.06185108303378e-10,1,93,236,"regulation of cellular protein catabolic process","BP"
"GO:0044265",1.1002839616518e-10,1,258,862,"cellular macromolecule catabolic process","BP"
"GO:0044260",1.13934697435429e-10,1,1258,5590,"cellular macromolecule metabolic process","BP"
"GO:0097159",1.15256656887518e-10,1,935,4029,"organic cyclic compound binding","MF"
"GO:0016070",1.19937746309363e-10,1,770,3201,"RNA metabolic process","BP"
"GO:0010948",1.24234456837135e-10,1,100,263,"negative regulation of cell cycle process","BP"
"GO:0042176",1.25812081834075e-10,1,115,317,"regulation of protein catabolic process","BP"
"GO:0002764",1.33500125494358e-10,1,106,297,"immune response-regulating signaling pathway","BP"
"GO:0033554",1.36519555430654e-10,1,385,1454,"cellular response to stress","BP"
"GO:0006396",1.4559137398936e-10,1,249,809,"RNA processing","BP"
"GO:0038095",1.5802453542065e-10,0.999999999967103,51,101,"Fc-epsilon receptor signaling pathway","BP"
"GO:0071456",1.68098304783404e-10,0.999999999959002,65,144,"cellular response to hypoxia","BP"
"GO:0031325",1.72538085065714e-10,1,479,1921,"positive regulation of cellular metabolic process","BP"
"GO:0060071",1.83978971732449e-10,0.999999999963645,48,90,"Wnt signaling pathway, planar cell polarity pathway","BP"
"GO:2000736",2.20104853508618e-10,0.999999999951876,58,106,"regulation of stem cell differentiation","BP"
"GO:0022624",2.21944772907826e-10,0.999999999990703,20,23,"proteasome accessory complex","CC"
"GO:0051726",2.28234229636659e-10,1,256,914,"regulation of cell cycle","BP"
"GO:0051246",2.30543049261108e-10,1,450,1740,"regulation of protein metabolic process","BP"
"GO:0060255",2.39418921200434e-10,1,897,3855,"regulation of macromolecule metabolic process","BP"
"GO:1903047",2.43418301189914e-10,1,204,685,"mitotic cell cycle process","BP"
"GO:1901532",2.50923316374962e-10,0.999999999949337,53,90,"regulation of hematopoietic progenitor cell differentiation","BP"
"GO:0010033",2.94750954470145e-10,1,471,1838,"response to organic substance","BP"
"GO:0005730",3.07653225414896e-10,1,232,778,"nucleolus","CC"
"GO:1905368",3.11940881206044e-10,0.999999999940707,46,81,"peptidase complex","CC"
"GO:1904813",3.15872061935689e-10,0.999999999932336,51,104,"ficolin-1-rich granule lumen","CC"
"GO:0034645",3.19441782249894e-10,1,813,3407,"cellular macromolecule biosynthetic process","BP"
"GO:0009893",3.19548668917868e-10,1,516,2076,"positive regulation of metabolic process","BP"
"GO:0051172",3.40303012719877e-10,1,413,1585,"negative regulation of nitrogen compound metabolic process","BP"
"GO:0007049",3.70408193869235e-10,1,364,1400,"cell cycle","BP"
"GO:0008134",3.73663226248162e-10,1,132,412,"transcription factor binding","MF"
"GO:0006955",3.8772006935703e-10,1,287,1017,"immune response","BP"
"GO:0034655",3.90379144999713e-10,1,146,397,"nucleobase-containing compound catabolic process","BP"
"GO:0010604",4.08486910261085e-10,1,488,1954,"positive regulation of macromolecule metabolic process","BP"
"GO:0044249",4.09546816111117e-10,1,955,4072,"cellular biosynthetic process","BP"
"GO:0042590",4.37798715945424e-10,0.999999999932644,37,58,"antigen processing and presentation of exogenous peptide antigen via MHC class I","BP"
"GO:0031349",4.40671179494733e-10,1,96,259,"positive regulation of defense response","BP"
"GO:0032268",4.51986893176765e-10,1,426,1637,"regulation of cellular protein metabolic process","BP"
"GO:0001738",5.00055352894235e-10,0.999999999864933,54,112,"morphogenesis of a polarized epithelium","BP"
"GO:0002429",5.1970302759354e-10,0.999999999822166,78,194,"immune response-activating cell surface receptor signaling pathway","BP"
"GO:0045786",5.25394143364721e-10,1,156,493,"negative regulation of cell cycle","BP"
"GO:0002684",5.40456813755546e-10,1,162,515,"positive regulation of immune system process","BP"
"GO:0051173",5.82493681426462e-10,1,460,1850,"positive regulation of nitrogen compound metabolic process","BP"
"GO:0060205",6.01177896846123e-10,1,85,214,"cytoplasmic vesicle lumen","CC"
"GO:0042221",6.88090417222392e-10,1,573,2305,"response to chemical","BP"
"GO:0042254",6.90913086956776e-10,1,119,295,"ribosome biogenesis","BP"
"GO:0031983",7.58769203537074e-10,1,85,215,"vesicle lumen","CC"
"GO:0048523",8.2642373970552e-10,1,675,2814,"negative regulation of cellular process","BP"
"GO:0019439",8.54282794615155e-10,1,153,425,"aromatic compound catabolic process","BP"
"GO:0065003",8.57814167437467e-10,1,351,1261,"macromolecular complex assembly","BP"
"GO:0009894",8.75982465891599e-10,1,204,697,"regulation of catabolic process","BP"
"GO:0050778",9.25280025889591e-10,1,128,388,"positive regulation of immune response","BP"
"GO:0031324",9.79082721494392e-10,1,431,1684,"negative regulation of cellular metabolic process","BP"
"GO:0001736",9.79435313761747e-10,0.999999999745698,50,100,"establishment of planar polarity","BP"
"GO:0007164",9.79435313761747e-10,0.999999999745698,50,100,"establishment of tissue polarity","BP"
"GO:0000278",9.89720551726362e-10,1,230,812,"mitotic cell cycle","BP"
"GO:0002768",9.98618585774825e-10,1,81,210,"immune response-regulating cell surface receptor signaling pathway","BP"
"GO:0010564",1.00524894313645e-09,1,169,553,"regulation of cell cycle process","BP"
"GO:0002479",1.03788230508028e-09,0.999999999814328,36,57,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP"
"GO:0044106",1.05580351186811e-09,0.999999999759608,44,79,"cellular amine metabolic process","BP"
"GO:0006996",1.05796469274141e-09,1,651,2664,"organelle organization","BP"
"GO:1903320",1.26816924728178e-09,1,93,246,"regulation of protein modification by small protein conjugation or removal","BP"
"GO:0005623",1.30316385986205e-09,1,1971,9365,"cell","CC"
"GO:0044270",1.35260468775087e-09,1,150,417,"cellular nitrogen compound catabolic process","BP"
"GO:0044464",1.43786398407322e-09,1,1970,9360,"cell part","CC"
"GO:0036294",1.4798896370723e-09,0.999999999503779,65,151,"cellular response to decreased oxygen levels","BP"
"GO:1905330",1.55363232049132e-09,0.99999999951602,58,129,"regulation of morphogenesis of an epithelium","BP"
"GO:0009057",1.79651702309971e-09,1,284,1003,"macromolecule catabolic process","BP"
"GO:0002274",1.98443359709333e-09,1,126,375,"myeloid leukocyte activation","BP"
"GO:0006886",2.1608396836659e-09,1,258,883,"intracellular protein transport","BP"
"GO:0046700",2.34252579586865e-09,1,149,417,"heterocycle catabolic process","BP"
"GO:0006366",2.43354587314318e-09,1,368,1440,"transcription from RNA polymerase II promoter","BP"
"GO:0072599",2.61048012296035e-09,0.999999999264024,59,98,"establishment of protein localization to endoplasmic reticulum","BP"
"GO:0046907",2.61958394474441e-09,1,385,1437,"intracellular transport","BP"
"GO:0045935",2.84730832856226e-09,1,292,1124,"positive regulation of nucleobase-containing compound metabolic process","BP"
"GO:0045047",2.86775423578871e-09,0.99999999920463,58,95,"protein targeting to ER","BP"
"GO:0002474",2.9218216941288e-09,0.999999999326757,41,73,"antigen processing and presentation of peptide antigen via MHC class I","BP"
"GO:1903322",3.0156667550589e-09,0.999999998921079,70,168,"positive regulation of protein modification by small protein conjugation or removal","BP"
"GO:0090263",3.12847905340643e-09,0.999999999189135,45,88,"positive regulation of canonical Wnt signaling pathway","BP"
"GO:0019222",3.3162109917043e-09,1,950,4153,"regulation of metabolic process","BP"
"GO:0019882",3.42658092264314e-09,0.999999998823673,65,151,"antigen processing and presentation","BP"
"GO:0034774",3.59250750310094e-09,1,81,207,"secretory granule lumen","CC"
"GO:0002244",3.65421214473624e-09,0.999999998777412,65,137,"hematopoietic progenitor cell differentiation","BP"
"GO:1901361",3.67523039195819e-09,1,153,434,"organic cyclic compound catabolic process","BP"
"GO:0006605",3.79574840215122e-09,1,121,312,"protein targeting","BP"
"GO:0009308",3.85951455625783e-09,0.999999999029636,44,82,"amine metabolic process","BP"
"GO:0005840",3.99154966684797e-09,1,97,205,"ribosome","CC"
"GO:0044770",4.00067119469386e-09,1,149,473,"cell cycle phase transition","BP"
"GO:1903364",4.10066415767793e-09,0.99999999848834,70,170,"positive regulation of cellular protein catabolic process","BP"
"GO:0032269",4.86602512689124e-09,1,226,774,"negative regulation of cellular protein metabolic process","BP"
"GO:0030177",5.18568222102609e-09,0.999999998463735,51,109,"positive regulation of Wnt signaling pathway","BP"
"GO:0031329",5.23935584440039e-09,1,178,602,"regulation of cellular catabolic process","BP"
"GO:0009628",5.44793769186321e-09,1,214,752,"response to abiotic stimulus","BP"
"GO:1901988",5.93836720925544e-09,0.999999997684609,76,190,"negative regulation of cell cycle phase transition","BP"
"GO:0044391",6.31402461372131e-09,0.999999997558044,86,168,"ribosomal subunit","CC"
"GO:0044772",6.38841552749219e-09,1,143,451,"mitotic cell cycle phase transition","BP"
"GO:0019538",6.55041695328067e-09,1,845,3590,"protein metabolic process","BP"
"GO:0002376",6.96852176749119e-09,1,402,1549,"immune system process","BP"
"GO:0051248",7.65210789137446e-09,1,232,804,"negative regulation of protein metabolic process","BP"
"GO:0050776",8.28759679338396e-09,1,148,481,"regulation of immune response","BP"
"GO:0006397",8.38158070558661e-09,1,132,414,"mRNA processing","BP"
"GO:0035567",8.96879013691679e-09,0.999999997251903,51,110,"non-canonical Wnt signaling pathway","BP"
"GO:1901362",9.05441716512334e-09,1,690,2928,"organic cyclic compound biosynthetic process","BP"
"GO:1901991",9.94534599608635e-09,0.999999996086826,74,185,"negative regulation of mitotic cell cycle phase transition","BP"
"GO:0006364",1.03980487025889e-08,1,99,237,"rRNA processing","BP"
"GO:0044248",1.0705110738358e-08,1,397,1517,"cellular catabolic process","BP"
"GO:0070727",1.17528278555505e-08,1,356,1349,"cellular macromolecule localization","BP"
"GO:0051649",1.18127996900087e-08,1,412,1579,"establishment of localization in cell","BP"
"GO:0044267",1.19978298057509e-08,1,796,3364,"cellular protein metabolic process","BP"
"GO:0051716",1.37873438365196e-08,1,892,3912,"cellular response to stimulus","BP"
"GO:0070887",1.38605243153962e-08,1,443,1758,"cellular response to chemical stimulus","BP"
"GO:0044839",1.48403551483876e-08,1,83,225,"cell cycle G2/M phase transition","BP"
"GO:0010468",1.50644619125563e-08,1,697,2955,"regulation of gene expression","BP"
"GO:0051082",1.52675343936393e-08,0.999999995690042,44,93,"unfolded protein binding","MF"
"GO:0019884",1.55348808844806e-08,0.999999994783874,56,126,"antigen processing and presentation of exogenous antigen","BP"
"GO:0031347",1.59905574925473e-08,1,125,391,"regulation of defense response","BP"
"GO:0006950",1.62464282405678e-08,1,563,2309,"response to stress","BP"
"GO:0002444",1.62485624771946e-08,1,115,344,"myeloid leukocyte mediated immunity","BP"
"GO:0034613",1.68192797189257e-08,1,353,1340,"cellular protein localization","BP"
"GO:1901564",1.71861397498328e-08,1,984,4224,"organonitrogen compound metabolic process","BP"
"GO:0002446",1.95945942880053e-08,1,109,322,"neutrophil mediated immunity","BP"
"GO:0010557",2.14846880561601e-08,1,281,1092,"positive regulation of macromolecule biosynthetic process","BP"
"GO:0051641",2.23082771749544e-08,1,502,2018,"cellular localization","BP"
"GO:0071453",2.32588111279445e-08,0.999999991138734,66,164,"cellular response to oxygen levels","BP"
"GO:0003674",2.33131368387146e-08,1,1996,9543,"molecular_function","MF"
"GO:0031323",2.36868608727596e-08,1,877,3876,"regulation of cellular metabolic process","BP"
"GO:0009056",2.41099051985576e-08,1,440,1725,"catabolic process","BP"
"GO:0044445",2.45192038947718e-08,0.999999989919062,82,180,"cytosolic part","CC"
"GO:0002478",2.57762442519799e-08,0.999999991278563,55,124,"antigen processing and presentation of exogenous peptide antigen","BP"
"GO:0070972",2.69066041628715e-08,0.999999990833546,63,117,"protein localization to endoplasmic reticulum","BP"
"GO:0031328",2.73094378194991e-08,1,290,1136,"positive regulation of cellular biosynthetic process","BP"
"GO:0051128",2.76347673683159e-08,1,380,1537,"regulation of cellular component organization","BP"
"GO:0051171",2.89615483641568e-08,1,836,3682,"regulation of nitrogen compound metabolic process","BP"
"GO:0016072",3.04848177008322e-08,1,105,266,"rRNA metabolic process","BP"
"GO:0050851",3.07579231617221e-08,0.999999989215442,57,133,"antigen receptor-mediated signaling pathway","BP"
"GO:0051338",3.32820439969814e-08,1,193,681,"regulation of transferase activity","BP"
"GO:0002252",3.45568375391591e-08,1,191,663,"immune effector process","BP"
"GO:0043299",3.49623105619872e-08,1,112,337,"leukocyte degranulation","BP"
"GO:0050896",3.54656738831387e-08,1,1039,4630,"response to stimulus","BP"
"GO:0045930",3.58749521391454e-08,1,88,243,"negative regulation of mitotic cell cycle","BP"
"GO:0002283",3.64565482991033e-08,1,106,314,"neutrophil activation involved in immune response","BP"
"GO:0043312",3.64565482991033e-08,1,106,314,"neutrophil degranulation","BP"
"GO:0003735",3.68495566859895e-08,0.999999985893636,76,144,"structural constituent of ribosome","MF"
"GO:0050852",3.69739475779032e-08,0.999999987579179,53,120,"T cell receptor signaling pathway","BP"
"GO:1902749",3.75821326012816e-08,0.999999984812784,71,182,"regulation of cell cycle G2/M phase transition","BP"
"GO:0002275",3.77222959574529e-08,1,113,341,"myeloid cell activation involved in immune response","BP"
"GO:0051347",3.91138522711239e-08,1,141,469,"positive regulation of transferase activity","BP"
"GO:0042119",4.06841072082736e-08,1,107,318,"neutrophil activation","BP"
"GO:0051234",4.13011922955309e-08,1,724,3054,"establishment of localization","BP"
"GO:0031012",4.26703030603958e-08,1,90,242,"extracellular matrix","CC"
"GO:0051254",4.60688965376522e-08,1,251,973,"positive regulation of RNA metabolic process","BP"
"GO:0006613",4.76903432236e-08,0.999999985572452,54,91,"cotranslational protein targeting to membrane","BP"
"GO:0036230",4.8053342160945e-08,1,108,322,"granulocyte activation","BP"
"GO:0031331",4.95094954964958e-08,1,102,310,"positive regulation of cellular catabolic process","BP"
"GO:0071310",5.00589932625541e-08,1,374,1473,"cellular response to organic substance","BP"
"GO:0002682",5.02285052482188e-08,1,215,754,"regulation of immune system process","BP"
"GO:0006810",5.21104966955375e-08,1,709,2985,"transport","BP"
"GO:0080090",5.37184719978138e-08,1,853,3777,"regulation of primary metabolic process","BP"
"GO:0070161",5.58967397201972e-08,1,128,406,"anchoring junction","CC"
"GO:1901990",5.70111152083507e-08,1,112,342,"regulation of mitotic cell cycle phase transition","BP"
"GO:1903706",5.99792899986268e-08,1,98,268,"regulation of hemopoiesis","BP"
"GO:2000027",5.9987514986517e-08,0.999999976863092,63,159,"regulation of organ morphogenesis","BP"
"GO:0002366",6.48160038913237e-08,1,129,410,"leukocyte activation involved in immune response","BP"
"GO:0034654",6.53881660499863e-08,1,654,2797,"nucleobase-containing compound biosynthetic process","BP"
"GO:0045087",6.54116556843323e-08,1,142,455,"innate immune response","BP"
"GO:0005694",6.67779133363384e-08,1,218,774,"chromosome","CC"
"GO:0000086",6.70680321488995e-08,1,79,217,"G2/M transition of mitotic cell cycle","BP"
"GO:0009891",7.06674618933538e-08,1,291,1150,"positive regulation of biosynthetic process","BP"
"GO:0006614",7.14899701730236e-08,0.999999978782055,52,86,"SRP-dependent cotranslational protein targeting to membrane","BP"
"GO:0090090",7.20292334581609e-08,0.999999975812755,51,114,"negative regulation of canonical Wnt signaling pathway","BP"
"GO:0051130",8.02941954987264e-08,1,206,760,"positive regulation of cellular component organization","BP"
"GO:0030154",8.34718084547015e-08,1,491,2064,"cell differentiation","BP"
"GO:0001666",8.39297886199786e-08,1,84,235,"response to hypoxia","BP"
"GO:0042787",8.45011411963383e-08,0.999999965429032,69,177,"protein ubiquitination involved in ubiquitin-dependent protein catabolic process","BP"
"GO:0005198",9.292778016274e-08,1,139,398,"structural molecule activity","MF"
"GO:0002263",9.44375328099297e-08,1,129,413,"cell activation involved in immune response","BP"
"GO:0010565",9.67907841613346e-08,0.999999967399064,50,113,"regulation of cellular ketone metabolic process","BP"
"GO:0019438",9.73403014322517e-08,1,662,2839,"aromatic compound biosynthetic process","BP"
"GO:0018130",9.87036550969557e-08,1,663,2844,"heterocycle biosynthetic process","BP"
"GO:0080134",9.88491645007718e-08,1,228,848,"regulation of response to stress","BP"
"GO:0048002",9.95814725530332e-08,0.99999996388129,56,131,"antigen processing and presentation of peptide antigen","BP"
"GO:0045184",1.0445161975731e-07,1,382,1479,"establishment of protein localization","BP"
"GO:0006457",1.04802450749483e-07,0.999999956385603,70,183,"protein folding","BP"
