"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0048583",1.76959553803455e-10,1,154,2232,"regulation of response to stimulus","BP"
"GO:0030198",2.10633861196952e-10,0.9999999999674,26,153,"extracellular matrix organization","BP"
"GO:0043062",2.10633861196952e-10,0.9999999999674,26,153,"extracellular structure organization","BP"
"GO:1903901",2.18963681212132e-10,0.999999999980175,17,55,"negative regulation of viral life cycle","BP"
"GO:0016477",4.9470130358052e-10,1,66,710,"cell migration","BP"
"GO:0034341",4.99680134886383e-10,0.999999999936895,21,84,"response to interferon-gamma","BP"
"GO:0051239",5.56707127238421e-10,1,113,1492,"regulation of multicellular organismal process","BP"
"GO:0048870",5.78102852121547e-10,1,69,761,"cell motility","BP"
"GO:0051674",5.78102852121547e-10,1,69,761,"localization of cell","BP"
"GO:0001525",6.44707154160037e-10,1,33,234,"angiogenesis","BP"
"GO:0048525",8.41392195704605e-10,0.999999999908797,18,67,"negative regulation of viral process","BP"
"GO:0051241",9.79406579827827e-10,1,58,563,"negative regulation of multicellular organismal process","BP"
"GO:0022610",1.6943363906792e-09,1,60,631,"biological adhesion","BP"
"GO:0048518",1.71101476180276e-09,1,203,3285,"positive regulation of biological process","BP"
"GO:0051716",1.80681559926506e-09,1,233,3912,"cellular response to stimulus","BP"
"GO:0043901",2.24462444403064e-09,0.999999999629062,22,106,"negative regulation of multi-organism process","BP"
"GO:0052548",2.38457006366692e-09,1,33,215,"regulation of endopeptidase activity","BP"
"GO:0040011",3.52502443708441e-09,1,74,881,"locomotion","BP"
"GO:0007155",3.55637104144394e-09,1,59,628,"cell adhesion","BP"
"GO:0030154",4.1479521252601e-09,1,139,2064,"cell differentiation","BP"
"GO:0052547",5.96245250849064e-09,0.999999998718314,34,232,"regulation of peptidase activity","BP"
"GO:0050840",6.3327685639616e-09,0.999999999624238,11,28,"extracellular matrix binding","MF"
"GO:0009966",7.59620233942907e-09,1,126,1799,"regulation of signal transduction","BP"
"GO:1903561",8.11758793797225e-09,1,136,1783,"extracellular vesicle","CC"
"GO:0048522",8.39662059297135e-09,1,184,2965,"positive regulation of cellular process","BP"
"GO:0043230",8.5929625715972e-09,1,136,1784,"extracellular organelle","CC"
"GO:0030335",9.4078362309776e-09,0.999999997971495,33,248,"positive regulation of cell migration","BP"
"GO:0048869",9.56515850180341e-09,1,144,2190,"cellular developmental process","BP"
"GO:0010648",9.78540918538678e-09,1,70,797,"negative regulation of cell communication","BP"
"GO:0044092",9.92959570640092e-09,1,65,683,"negative regulation of molecular function","BP"
"GO:0023057",1.11002608417504e-08,1,70,800,"negative regulation of signaling","BP"
"GO:0070098",1.11902229969404e-08,0.999999999374021,11,22,"chemokine-mediated signaling pathway","BP"
"GO:0070062",1.17837130096546e-08,1,135,1775,"extracellular exosome","CC"
"GO:0045595",1.20422995963361e-08,1,78,946,"regulation of cell differentiation","BP"
"GO:0051270",1.23264715203733e-08,1,49,487,"regulation of cellular component movement","BP"
"GO:0008283",1.24539238224674e-08,1,90,1140,"cell proliferation","BP"
"GO:0048514",1.33538642434047e-08,0.999999996974737,35,291,"blood vessel morphogenesis","BP"
"GO:2000147",1.42675193804487e-08,0.999999996876566,33,251,"positive regulation of cell motility","BP"
"GO:0048585",1.56567097056842e-08,1,76,903,"negative regulation of response to stimulus","BP"
"GO:0050793",1.63721680291968e-08,1,100,1352,"regulation of developmental process","BP"
"GO:0005515",1.99474437611863e-08,1,371,7129,"protein binding","MF"
"GO:0005125",2.02839741580675e-08,0.999999997189706,17,62,"cytokine activity","MF"
"GO:0030334",2.14829749705564e-08,1,44,421,"regulation of cell migration","BP"
"GO:0002687",2.37754828561285e-08,0.999999996900057,16,59,"positive regulation of leukocyte migration","BP"
"GO:0023051",2.54510639278535e-08,1,132,1955,"regulation of signaling","BP"
"GO:0009968",2.62468006008215e-08,1,66,751,"negative regulation of signal transduction","BP"
"GO:0045069",2.76504639770939e-08,0.999999996283066,16,66,"regulation of viral genome replication","BP"
"GO:0051272",2.93970394629798e-08,0.999999992060473,33,258,"positive regulation of cellular component movement","BP"
"GO:0050900",3.08165059326898e-08,0.999999992530772,27,180,"leukocyte migration","BP"
"GO:0048523",3.11784770207657e-08,1,176,2814,"negative regulation of cellular process","BP"
"GO:0006928",3.16708649597903e-08,1,80,1033,"movement of cell or subcellular component","BP"
"GO:0043086",3.41504695081868e-08,1,53,516,"negative regulation of catalytic activity","BP"
"GO:0010951",4.02238382509495e-08,0.999999992268898,21,109,"negative regulation of endopeptidase activity","BP"
"GO:0032501",4.06778946430657e-08,1,205,3463,"multicellular organismal process","BP"
"GO:0005578",4.35818478376871e-08,0.99999999189198,20,116,"proteinaceous extracellular matrix","CC"
"GO:0051246",4.53015077460076e-08,1,122,1740,"regulation of protein metabolic process","BP"
"GO:1901700",4.8111509666741e-08,1,75,911,"response to oxygen-containing compound","BP"
"GO:0072359",4.99782339592839e-08,1,51,555,"circulatory system development","BP"
"GO:0031012",5.18888857489017e-08,0.999999985704796,33,242,"extracellular matrix","CC"
"GO:0005102",5.21562432100917e-08,1,65,734,"receptor binding","MF"
"GO:2000145",5.36976377590189e-08,1,45,449,"regulation of cell motility","BP"
"GO:1903900",5.71562240996049e-08,0.999999989866099,19,97,"regulation of viral life cycle","BP"
"GO:0010646",5.83549428525589e-08,1,129,1924,"regulation of cell communication","BP"
"GO:2000026",5.97767742466435e-08,1,80,1018,"regulation of multicellular organismal development","BP"
"GO:0010466",6.03450391233406e-08,0.99999998808539,21,111,"negative regulation of peptidase activity","BP"
"GO:0032268",6.51987412459967e-08,1,116,1637,"regulation of cellular protein metabolic process","BP"
"GO:0042127",7.2166172968568e-08,1,73,879,"regulation of cell proliferation","BP"
"GO:0001568",7.64692191334281e-08,0.99999997690171,37,343,"blood vessel development","BP"
"GO:0008009",7.8722469554777e-08,0.999999996752139,9,15,"chemokine activity","MF"
"GO:0040017",8.26341639412611e-08,0.999999975639662,33,269,"positive regulation of locomotion","BP"
"GO:0051093",9.50218992334079e-08,1,46,469,"negative regulation of developmental process","BP"
"GO:0002690",1.13856552620957e-07,0.999999987495988,13,42,"positive regulation of leukocyte chemotaxis","BP"
"GO:0043236",1.19690386945148e-07,0.99999999507691,8,17,"laminin binding","MF"
"GO:0048731",1.19994227285154e-07,1,150,2400,"system development","BP"
"GO:0065009",1.20984547652515e-07,1,130,1938,"regulation of molecular function","BP"
"GO:0065007",1.47941396767626e-07,1,342,6598,"biological regulation","BP"
"GO:0009611",1.55902399833278e-07,0.999999949680719,40,370,"response to wounding","BP"
"GO:0061135",1.60524272372393e-07,0.999999977217411,15,60,"endopeptidase regulator activity","MF"
"GO:0007275",1.65619259059893e-07,1,164,2697,"multicellular organism development","BP"
"GO:0050794",1.6608589698705e-07,1,311,5909,"regulation of cellular process","BP"
"GO:0002685",1.78091740061484e-07,0.999999970061751,17,77,"regulation of leukocyte migration","BP"
"GO:0071346",1.87536868434283e-07,0.999999970486074,16,71,"cellular response to interferon-gamma","BP"
"GO:0001775",1.92399701368809e-07,1,63,728,"cell activation","BP"
"GO:0019079",2.19575654785641e-07,0.999999961937132,17,87,"viral genome replication","BP"
"GO:0012501",2.29796945510987e-07,1,93,1252,"programmed cell death","BP"
"GO:0035456",2.57129092314992e-07,0.999999984945041,9,20,"response to interferon-beta","BP"
"GO:0048856",2.57320544818764e-07,1,176,2957,"anatomical structure development","BP"
"GO:0033993",2.64816102677909e-07,0.9999999229393,50,531,"response to lipid","BP"
"GO:0001944",2.75935872046702e-07,0.999999907669663,37,360,"vasculature development","BP"
"GO:0045596",2.93324734274132e-07,0.999999900309453,38,356,"negative regulation of cell differentiation","BP"
"GO:0050778",2.93761841817769e-07,0.999999901808188,41,388,"positive regulation of immune response","BP"
"GO:0001817",3.02988175473644e-07,0.99999989847002,37,338,"regulation of cytokine production","BP"
"GO:0050789",3.17308676749198e-07,1,326,6253,"regulation of biological process","BP"
"GO:0040012",3.21544479199707e-07,0.999999908620075,46,489,"regulation of locomotion","BP"
"GO:0019058",3.35948270702979e-07,0.999999901957605,29,233,"viral life cycle","BP"
"GO:0050776",3.42857147793499e-07,0.999999901725562,47,481,"regulation of immune response","BP"
"GO:0005488",3.52219888824037e-07,1,421,8610,"binding","MF"
"GO:0002237",3.77657783696286e-07,0.99999990099982,25,175,"response to molecule of bacterial origin","BP"
"GO:0001816",3.93807355902393e-07,0.999999862619603,39,372,"cytokine production","BP"
"GO:0008219",4.00988561757972e-07,1,96,1325,"cell death","BP"
"GO:0072358",4.01988208104102e-07,0.999999863335618,37,365,"cardiovascular system development","BP"
"GO:0060429",4.06880019900684e-07,1,57,670,"epithelium development","BP"
"GO:0014070",4.08853798316503e-07,0.999999877995791,52,576,"response to organic cyclic compound","BP"
"GO:0045321",4.37758045696261e-07,1,57,645,"leukocyte activation","BP"
"GO:0051240",5.02836169633798e-07,1,63,788,"positive regulation of multicellular organismal process","BP"
"GO:0009653",5.2579463129028e-07,1,96,1414,"anatomical structure morphogenesis","BP"
"GO:0043900",5.47321189571024e-07,0.999999832575465,30,241,"regulation of multi-organism process","BP"
"GO:0030162",5.80971643248185e-07,0.999999785464624,49,492,"regulation of proteolysis","BP"
"GO:0035455",6.13597380385036e-07,0.999999967516551,8,18,"response to interferon-alpha","BP"
"GO:0032496",6.14627902265127e-07,0.999999839511813,24,167,"response to lipopolysaccharide","BP"
"GO:0030595",7.98289898121035e-07,0.999999858017212,16,76,"leukocyte chemotaxis","BP"
"GO:0042379",9.27590032045945e-07,0.999999936291983,9,20,"chemokine receptor binding","MF"
"GO:0060326",9.36941505687212e-07,0.999999796518686,19,109,"cell chemotaxis","BP"
"GO:0031349",9.44643887203373e-07,0.999999695196737,31,259,"positive regulation of defense response","BP"
"GO:0004867",1.07128234334819e-06,0.999999918062159,9,25,"serine-type endopeptidase inhibitor activity","MF"
"GO:0031347",1.15340716285745e-06,0.999999574452951,40,391,"regulation of defense response","BP"
"GO:0002688",1.17096249591675e-06,0.999999834369837,13,51,"regulation of leukocyte chemotaxis","BP"
"GO:0009897",1.20619488861485e-06,0.999999790902757,15,77,"external side of plasma membrane","CC"
"GO:0032502",1.49780395655575e-06,0.999999421659362,186,3215,"developmental process","BP"
"GO:0009892",1.50349381315237e-06,0.999999441782972,126,1896,"negative regulation of metabolic process","BP"
"GO:0051346",1.50365348068672e-06,0.999999546874015,27,213,"negative regulation of hydrolase activity","BP"
"GO:0048646",1.52404820397054e-06,0.999999426604709,47,547,"anatomical structure formation involved in morphogenesis","BP"
"GO:0031982",1.54377780123891e-06,0.999999408844209,167,2613,"vesicle","CC"
"GO:0043067",1.60002625368803e-06,0.99999930358678,75,967,"regulation of programmed cell death","BP"
"GO:0023056",1.60164561198731e-06,0.99999945697291,74,967,"positive regulation of signaling","BP"
"GO:0060333",1.66268322719721e-06,0.999999777439041,12,50,"interferon-gamma-mediated signaling pathway","BP"
"GO:0009967",1.70144939361862e-06,0.999999429558491,70,897,"positive regulation of signal transduction","BP"
"GO:0032103",1.72664333560518e-06,0.999999587621746,20,126,"positive regulation of response to external stimulus","BP"
"GO:0004866",1.7503654904523e-06,0.999999739764045,13,55,"endopeptidase inhibitor activity","MF"
"GO:0030414",1.7503654904523e-06,0.999999739764045,13,55,"peptidase inhibitor activity","MF"
"GO:0042981",1.76071431066765e-06,0.999999401927702,74,956,"regulation of apoptotic process","BP"
"GO:0030593",1.94033042761968e-06,0.99999980774406,10,30,"neutrophil chemotaxis","BP"
"GO:0045861",2.14481083396565e-06,0.999999395444194,24,172,"negative regulation of proteolysis","BP"
"GO:0050921",2.24592467087032e-06,0.999999624210413,14,64,"positive regulation of chemotaxis","BP"
"GO:0061134",2.32525814205396e-06,0.999999544901107,16,83,"peptidase regulator activity","MF"
"GO:0051248",2.35190685377368e-06,0.999999000848554,66,804,"negative regulation of protein metabolic process","BP"
"GO:0045088",2.42943918017817e-06,0.999999192797054,30,259,"regulation of innate immune response","BP"
"GO:0098857",2.4516826748539e-06,0.999999343500713,22,172,"membrane microdomain","CC"
"GO:0010605",2.55828971425657e-06,0.999998766839363,119,1769,"negative regulation of macromolecule metabolic process","BP"
"GO:0072678",2.57943685944462e-06,0.999999833407971,8,18,"T cell migration","BP"
"GO:0098589",2.77049365386012e-06,0.999999152113267,26,230,"membrane region","CC"
"GO:0010647",2.77660482737494e-06,0.999998783085622,73,959,"positive regulation of cell communication","BP"
"GO:0048513",2.82712483589184e-06,0.999998641512474,115,1767,"animal organ development","BP"
"GO:0050790",2.8378866073324e-06,0.999998673602813,98,1416,"regulation of catalytic activity","BP"
"GO:0032101",2.87216059057085e-06,0.999998944296408,35,339,"regulation of response to external stimulus","BP"
"GO:0045236",2.92559119901305e-06,0.999999923345829,6,9,"CXCR chemokine receptor binding","MF"
"GO:0071840",3.26996294076171e-06,0.999998316085729,233,4119,"cellular component organization or biogenesis","BP"
"GO:0022617",3.38238606907071e-06,0.999999619032642,10,40,"extracellular matrix disassembly","BP"
"GO:0080134",3.46147766980137e-06,0.999998513270503,66,848,"regulation of response to stress","BP"
"GO:0048018",4.00327971460697e-06,0.999998990725716,20,120,"receptor ligand activity","MF"
"GO:0043903",4.0663086597357e-06,0.999998881134183,22,157,"regulation of symbiosis, encompassing mutualism through parasitism","BP"
"GO:0050792",4.2401630939918e-06,0.999998873023045,21,145,"regulation of viral process","BP"
"GO:0097529",4.31889108323074e-06,0.999999226425893,14,69,"myeloid leukocyte migration","BP"
"GO:0006915",4.58116448160502e-06,0.999997692745337,87,1210,"apoptotic process","BP"
"GO:1903034",4.6465853629342e-06,0.999999083852858,15,89,"regulation of response to wounding","BP"
"GO:0030141",4.89515267043852e-06,0.999997954456163,44,465,"secretory granule","CC"
"GO:0031324",4.95947247203783e-06,0.999997372249631,111,1684,"negative regulation of cellular metabolic process","BP"
"GO:0005775",5.04968217123832e-06,0.999998866960033,17,107,"vacuolar lumen","CC"
"GO:0051172",5.50973898060972e-06,0.999997098298642,106,1585,"negative regulation of nitrogen compound metabolic process","BP"
"GO:0030574",5.52192120676133e-06,0.999999543845926,8,27,"collagen catabolic process","BP"
"GO:0030155",5.73335731270847e-06,0.999997846497867,34,348,"regulation of cell adhesion","BP"
"GO:0032270",5.73491067689161e-06,0.999997225732048,72,961,"positive regulation of cellular protein metabolic process","BP"
"GO:0009617",5.80330384339547e-06,0.99999806196402,28,237,"response to bacterium","BP"
"GO:0005178",5.95210847345665e-06,0.999999069006059,12,61,"integrin binding","MF"
"GO:0009719",6.00079943785513e-06,0.999997148405944,67,903,"response to endogenous stimulus","BP"
"GO:1902533",6.18755382387183e-06,0.999997290232691,48,556,"positive regulation of intracellular signal transduction","BP"
"GO:0045089",6.537453167354e-06,0.999997902246952,26,217,"positive regulation of innate immune response","BP"
"GO:0043069",6.57811636819865e-06,0.999997137772274,47,532,"negative regulation of programmed cell death","BP"
"GO:1990266",6.85026611388423e-06,0.999999183460261,10,35,"neutrophil migration","BP"
"GO:0000165",7.1701749175499e-06,0.999996923321246,45,511,"MAPK cascade","BP"
"GO:0071622",7.36154844252558e-06,0.99999941196624,8,21,"regulation of granulocyte chemotaxis","BP"
"GO:0072676",7.4322225201078e-06,0.999999249052766,9,28,"lymphocyte migration","BP"
"GO:0045121",8.05224528809653e-06,0.999997742158519,21,171,"membrane raft","CC"
"GO:0001664",8.13713620562136e-06,0.999998105648249,17,106,"G-protein coupled receptor binding","MF"
"GO:0005604",8.29874203716624e-06,0.999998938658887,10,46,"basement membrane","CC"
"GO:0043066",8.93570514865117e-06,0.999996057833948,46,522,"negative regulation of apoptotic process","BP"
"GO:0030855",9.33305817254379e-06,0.999996463672396,33,339,"epithelial cell differentiation","BP"
"GO:0044243",9.61566794444179e-06,0.999999133957758,8,28,"multicellular organismal catabolic process","BP"
"GO:0032963",9.62385987763946e-06,0.999998583856749,11,52,"collagen metabolic process","BP"
"GO:0099503",9.64088583000988e-06,0.999995697980651,47,527,"secretory vesicle","CC"
"GO:0006935",1.08132801614437e-05,0.999996242706473,28,261,"chemotaxis","BP"
"GO:0042330",1.08132801614437e-05,0.999996242706473,28,261,"taxis","BP"
"GO:0010941",1.08481768650016e-05,0.999994381903022,76,1035,"regulation of cell death","BP"
"GO:0071624",1.1486180557e-05,0.999999520482922,6,11,"positive regulation of granulocyte chemotaxis","BP"
"GO:0090023",1.1486180557e-05,0.999999520482922,6,11,"positive regulation of neutrophil chemotaxis","BP"
"GO:0032269",1.21142985050599e-05,0.999994059105308,62,774,"negative regulation of cellular protein metabolic process","BP"
"GO:0071621",1.25110868199614e-05,0.999998380101463,10,37,"granulocyte chemotaxis","BP"
"GO:0061041",1.28668515035576e-05,0.999997599395566,13,74,"regulation of wound healing","BP"
"GO:0016032",1.29745162842665e-05,0.999993869764925,55,632,"viral process","BP"
"GO:0043408",1.35642969616339e-05,0.999994519944834,36,391,"regulation of MAPK cascade","BP"
"GO:0042060",1.4677400425587e-05,0.999994494436717,31,308,"wound healing","BP"
"GO:0044259",1.50774794463705e-05,0.999997657398825,11,54,"multicellular organismal macromolecule metabolic process","BP"
"GO:0030545",1.52601740388326e-05,0.999995736426628,20,133,"receptor regulator activity","MF"
"GO:0071222",1.62397662585156e-05,0.999996420023655,15,92,"cellular response to lipopolysaccharide","BP"
"GO:1902531",1.63001927964921e-05,0.999991268665145,77,1109,"regulation of intracellular signal transduction","BP"
"GO:0090026",1.65449444537539e-05,0.999999565709286,5,8,"positive regulation of monocyte chemotaxis","BP"
"GO:0023014",1.74865708777024e-05,0.999992096245062,45,532,"signal transduction by protein phosphorylation","BP"
"GO:0044419",1.76297728104499e-05,0.99999135747442,57,671,"interspecies interaction between organisms","BP"
"GO:1902624",1.81461595979346e-05,0.99999912245084,6,12,"positive regulation of neutrophil migration","BP"
"GO:0060548",1.81841163530108e-05,0.999991488213724,49,585,"negative regulation of cell death","BP"
"GO:0035556",1.86392953975524e-05,0.999989271244869,104,1633,"intracellular signal transduction","BP"
"GO:0071944",1.89927354133069e-05,0.999988439142965,133,2246,"cell periphery","CC"
"GO:0010469",1.95768081887658e-05,0.999993635821768,24,187,"regulation of receptor activity","BP"
"GO:0042590",2.04261739612752e-05,0.999996123215794,13,58,"antigen processing and presentation of exogenous peptide antigen via MHC class I","BP"
"GO:0005886",2.10382484389972e-05,0.999987208881242,130,2190,"plasma membrane","CC"
"GO:0051336",2.20403553287278e-05,0.999989215940867,55,703,"regulation of hydrolase activity","BP"
"GO:0051247",2.26448758604948e-05,0.999987921977541,73,1017,"positive regulation of protein metabolic process","BP"
"GO:2000401",2.33467825792405e-05,0.999998231307561,7,18,"regulation of lymphocyte migration","BP"
"GO:0071219",2.34266442366023e-05,0.999994651051874,15,95,"cellular response to molecule of bacterial origin","BP"
"GO:0031589",2.41106452392515e-05,0.999992668518101,21,189,"cell-substrate adhesion","BP"
"GO:0009887",2.50154042176024e-05,0.999988509270237,45,550,"animal organ morphogenesis","BP"
"GO:0044403",2.52592277916919e-05,0.999987523857301,56,664,"symbiosis, encompassing mutualism through parasitism","BP"
"GO:0001818",2.57748832957729e-05,0.999993034002541,18,132,"negative regulation of cytokine production","BP"
"GO:0009893",2.63273874728933e-05,0.99998397099833,127,2076,"positive regulation of metabolic process","BP"
"GO:0031974",2.71898949974887e-05,0.999982472263338,218,3821,"membrane-enclosed lumen","CC"
"GO:0043233",2.71898949974887e-05,0.999982472263338,218,3821,"organelle lumen","CC"
"GO:0070013",2.71898949974887e-05,0.999982472263338,218,3821,"intracellular organelle lumen","CC"
"GO:0019838",2.74229672834178e-05,0.999994455415673,13,79,"growth factor binding","MF"
"GO:0002253",2.74475881062919e-05,0.999989340753005,31,312,"activation of immune response","BP"
"GO:0098552",2.76886845258926e-05,0.999991236053949,22,195,"side of membrane","CC"
"GO:0071437",2.84833565823882e-05,0.99999890855092,5,11,"invadopodium","CC"
"GO:0031399",2.95396633795818e-05,0.999983739431929,77,1110,"regulation of protein modification process","BP"
"GO:0001704",3.01437937893786e-05,0.999994305588233,12,75,"formation of primary germ layer","BP"
"GO:0008305",3.02901419202891e-05,0.999998069999633,6,18,"integrin complex","CC"
"GO:0098636",3.02901419202891e-05,0.999998069999633,6,18,"protein complex involved in cell adhesion","CC"
"GO:0031325",3.16116727451735e-05,0.999980899214599,118,1921,"positive regulation of cellular metabolic process","BP"
"GO:0002274",3.21023145316508e-05,0.999986470108823,36,375,"myeloid leukocyte activation","BP"
"GO:0006508",3.38036035093745e-05,0.999981318904269,77,1087,"proteolysis","BP"
"GO:0043202",3.43614549521146e-05,0.999994096683267,11,58,"lysosomal lumen","CC"
"GO:0002474",3.52582130702444e-05,0.999992283070789,14,73,"antigen processing and presentation of peptide antigen via MHC class I","BP"
"GO:0002263",3.76257326080967e-05,0.999983604709402,38,413,"cell activation involved in immune response","BP"
"GO:0050679",3.8303253977129e-05,0.99999138571759,14,90,"positive regulation of epithelial cell proliferation","BP"
"GO:0002697",3.87254014086922e-05,0.999988267019991,20,165,"regulation of immune effector process","BP"
"GO:0097530",3.91745223655259e-05,0.9999940270318,10,43,"granulocyte migration","BP"
"GO:0016485",4.33693532286732e-05,0.999987763838669,18,136,"protein processing","BP"
"GO:0044093",4.42117970522814e-05,0.999975345485692,77,1128,"positive regulation of molecular function","BP"
"GO:0098858",4.47818306158378e-05,0.999989045863336,15,110,"actin-based cell projection","CC"
"GO:0060284",5.05745953862281e-05,0.999977813663304,37,452,"regulation of cell development","BP"
"GO:0002446",5.30958313737723e-05,0.999978275559986,32,322,"neutrophil mediated immunity","BP"
"GO:0090022",5.57725191887421e-05,0.999996385354946,6,14,"regulation of neutrophil chemotaxis","BP"
"GO:0044236",5.71765053972194e-05,0.999989535998812,11,61,"multicellular organism metabolic process","BP"
"GO:0031329",5.73028015671758e-05,0.999971978460341,48,602,"regulation of cellular catabolic process","BP"
"GO:0016043",5.74131536834883e-05,0.999961840884524,216,3927,"cellular component organization","BP"
"GO:0005788",5.90376145239486e-05,0.999981503929103,20,172,"endoplasmic reticulum lumen","CC"
"GO:0050920",6.3369204402469e-05,0.999985102663394,14,86,"regulation of chemotaxis","BP"
"GO:0002757",6.49065302192935e-05,0.999974873886506,28,281,"immune response-activating signal transduction","BP"
"GO:0031528",6.52972399346837e-05,0.999996873923167,5,12,"microvillus membrane","CC"
"GO:0001932",7.00955242535105e-05,0.999963134921648,58,804,"regulation of protein phosphorylation","BP"
"GO:0061043",7.51268057522362e-05,1,3,3,"regulation of vascular wound healing","BP"
"GO:0071396",7.55476460478245e-05,0.9999683708941,32,357,"cellular response to lipid","BP"
"GO:1902622",7.70999460519897e-05,0.999994528880919,6,15,"regulation of neutrophil migration","BP"
"GO:0071407",7.75304518794556e-05,0.999967001661809,33,378,"cellular response to organic cyclic compound","BP"
"GO:0002479",7.89597767304954e-05,0.999983935581554,12,57,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP"
"GO:2001237",8.04531999347402e-05,0.999983166908123,12,73,"negative regulation of extrinsic apoptotic signaling pathway","BP"
"GO:0090025",8.40194055431337e-05,0.999995935093325,5,11,"regulation of monocyte chemotaxis","BP"
"GO:0046718",8.55746703670095e-05,0.999981932826827,12,75,"viral entry into host cell","BP"
"GO:0002520",8.77587887919502e-05,0.999957297459949,45,549,"immune system development","BP"
"GO:0002548",8.97299878934509e-05,0.999991092509936,7,21,"monocyte chemotaxis","BP"
"GO:0001819",9.1706917983636e-05,0.999967524259255,23,214,"positive regulation of cytokine production","BP"
"GO:0010604",9.46584346898843e-05,0.999940284293884,118,1954,"positive regulation of macromolecule metabolic process","BP"
"GO:0044420",9.504065779848e-05,0.999983173856151,10,60,"extracellular matrix component","CC"
"GO:2000406",9.78269666078792e-05,0.999995383745588,5,10,"positive regulation of T cell migration","BP"
"GO:0065008",9.92082592205014e-05,0.999937080392193,121,1981,"regulation of biological quality","BP"
"GO:0042119",0.000102309147791697,0.999957178952124,31,318,"neutrophil activation","BP"
"GO:0044772",0.000110709907625167,0.999948433198388,39,451,"mitotic cell cycle phase transition","BP"
"GO:0071677",0.000114505812453464,0.999994073121899,5,11,"positive regulation of mononuclear cell migration","BP"
"GO:0008284",0.000119093625172287,0.999944876351253,38,446,"positive regulation of cell proliferation","BP"
"GO:0030175",0.000119385813893691,0.999978189280942,10,62,"filopodium","CC"
"GO:0016049",0.000120143085331056,0.999950736119111,29,315,"cell growth","BP"
"GO:0005126",0.000121107018562512,0.99996593489759,16,116,"cytokine receptor binding","MF"
"GO:0045765",0.000122625364035442,0.999965311684963,16,125,"regulation of angiogenesis","BP"
"GO:0044877",0.000129567340845027,0.999933723486557,49,648,"macromolecular complex binding","MF"
