"","baseMean","log2FoldChange","lfcSE","pvalue","padj","mim_morbid_descrip","ncbi_name"
"ABCA1",73.6629697434032,0.787341827436425,0.311600856509557,0.000586195469843717,NA,"ATP-BINDING_CASSETTE__SUBFAMILY_A__MEMBER_1__ABCA1,HYPOALPHALIPOPROTEINEMIA__PRIMARY,TANGIER_DISEASE__TGD","ATP-binding_cassette__sub-family_A__ABC1__member_1"
"ABCA2",69.8065805281551,0.00627394326535643,0.15284032645224,0.941226835623142,NA,".","ATP-binding_cassette__sub-family_A__ABC1__member_2"
"ABCA3",57.3043809894167,0.110167304389702,0.186514302927103,0.226938663941873,NA,"SURFACTANT_METABOLISM_DYSFUNCTION__PULMONARY__3__SMDP3","ATP-binding_cassette__sub-family_A__ABC1__member_3"
"ABCA5",24.4998537033774,0.0369495099040662,0.173704087479686,0.560624543592844,NA,".","ATP-binding_cassette__sub-family_A__ABC1__member_5"
"ABCA7",8.89186150083647,-0.00783180877818437,0.176955297623933,0.847940198654496,NA,".","ATP-binding_cassette__sub-family_A__ABC1__member_7"
"ABCB10",101.449433090128,-0.620246122979288,0.283034939818993,0.0016568711098229,0.0301658145193295,".","ATP-binding_cassette__sub-family_B__MDR_TAP__member_10"
"ABCB6",64.0568472723833,-0.17866990975707,0.240949606100848,0.0861574261785582,NA,"BLOOD_GROUP__LANGEREIS_SYSTEM__LAN,MICROPHTHALMIA__ISOLATED__WITH_COLOBOMA_7__MCOPCB7","ATP-binding_cassette__sub-family_B__MDR_TAP__member_6"
"ABCB7",174.702825803197,-0.000674282409722065,0.134435501085026,0.992793340413446,0.996462990832347,"ANEMIA__SIDEROBLASTIC__AND_SPINOCEREBELLAR_ATAXIA__ASAT","ATP-binding_cassette__sub-family_B__MDR_TAP__member_7"
"ABCB8",36.0233756420615,0.00696239716031311,0.164451555581296,0.923093741135097,NA,".","ATP-binding_cassette__sub-family_B__MDR_TAP__member_8"
"ABCC1",382.083773012321,-0.0554059079657544,0.144272748813878,0.545946682202126,0.803508249302452,".","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_1"
"ABCC10",24.0596073142249,-0.0207747129336525,0.170270295597149,0.739698122829528,NA,".","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_10"
"ABCC2",1001.50082182923,-0.0151902594966591,0.108921192201676,0.860679346081995,0.954774175515152,"DUBIN-JOHNSON_SYNDROME__DJS","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_2"
"ABCC3",363.901135202171,-0.535136830885592,0.18955302614377,0.000397247361921338,0.0102326524017445,".","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_3"
"ABCC4",56.3472735284127,-0.334154036531841,0.370510930695122,0.0247424059606434,NA,".","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_4"
"ABCC5",33.9063146005643,-0.0506152156268291,0.173773420169186,0.470503081838379,NA,".","ATP-binding_cassette__sub-family_C__CFTR_MRP__member_5"
"ABCD1",20.7412841589517,0.0409044549659062,0.176917329798287,0.491487987413411,NA,"ADRENOLEUKODYSTROPHY__ALD","ATP-binding_cassette__sub-family_D__ALD__member_1"
"ABCD3",213.958934840712,-0.183439116309422,0.207324299719888,0.0985027044933647,0.374648775395287,".","ATP-binding_cassette__sub-family_D__ALD__member_3"
"ABCD4",49.8154375785079,-0.173852308970493,0.245806498947344,0.0831688327456243,NA,"METHYLMALONIC_ACIDURIA_AND_HOMOCYSTINURIA__cblJ_TYPE__MAHCJ","ATP-binding_cassette__sub-family_D__ALD__member_4"
"ABCE1",541.057467022364,0.0263820576103547,0.118321811416102,0.770721277045277,0.917404668950516,".","ATP-binding_cassette__sub-family_E__OABP__member_1"
"ABCF1",266.733590391939,0.0699042082328292,0.135697147582819,0.458784582611327,0.750972246020806,".","ATP-binding_cassette__sub-family_F__GCN20__member_1"
"ABCF2",446.261720541525,0.0403948210067802,0.121858206135119,0.658512008503283,0.864703356722929,".","ATP-binding_cassette__sub-family_F__GCN20__member_2"
"ABCF3",36.5501736669222,-0.0318335604020211,0.169461647914722,0.639178172231224,NA,".","ATP-binding_cassette__sub-family_F__GCN20__member_3"
"ABCG2",362.413050001367,-0.29226469684071,0.164124881017739,0.0146282828354472,0.129352129224707,"BLOOD_GROUP__JUNIOR_SYSTEM__JR,URIC_ACID_CONCENTRATION__SERUM__QUANTITATIVE_TRAIT_LOCUS_1__UAQTL1","ATP-binding_cassette__sub-family_G__WHITE__member_2"
"ABHD10",55.4439838877839,-0.187631096491922,0.251734460310142,0.0763307448521922,NA,".","abhydrolase_domain_containing_10"
"ABHD11",40.1101939068411,-0.0430346676385389,0.168759030547974,0.557314405409185,NA,".","abhydrolase_domain_containing_11"
"ABHD12",294.988519511079,-0.023062797354074,0.12387118020753,0.798614433714972,0.929535829628545,"POLYNEUROPATHY__HEARING_LOSS__ATAXIA__RETINITIS_PIGMENTOSA__AND_CATARACT_","abhydrolase_domain_containing_12"
"ABHD13",26.6012273876908,-0.153994153707221,0.251820715119665,0.0648217716258,NA,".","abhydrolase_domain_containing_13"
"ABHD14A",14.1943163621251,-0.0256541050221212,0.17688480620924,0.603242349834483,NA,".","abhydrolase_domain_containing_14A"
"ABHD14B",49.7165422603541,-0.0684555341832685,0.174880673661988,0.382332042289147,NA,".","abhydrolase_domain_containing_14B"
"ABHD15",61.5461815786601,-0.112361206200192,0.18573132290393,0.222478978597806,NA,".","abhydrolase_domain_containing_15"
"ABHD16A",59.7866929717842,0.0629666168645631,0.172684146034511,0.421241944353651,NA,".","abhydrolase_domain_containing_16A"
"ABHD16B",14.3314755897771,-0.0499461221071245,0.184050141846371,0.317352407355002,NA,".","abhydrolase_domain_containing_16B"
"ABHD2",372.781619663872,0.0389558462526207,0.126272184946846,0.672177671949248,0.871931108298816,".","abhydrolase_domain_containing_2"
"ABHD3",127.476805645122,-0.486034002489286,0.281703889509152,0.00577170513695601,0.0733202676118873,".","abhydrolase_domain_containing_3"
"ABHD4",361.822673386347,-0.0235298878042136,0.121100148401507,0.793748000958985,0.928532709073723,".","abhydrolase_domain_containing_4"
"ABHD5",103.171029195507,-0.0205772214180609,0.148068408612609,0.811402032126406,0.937384362597667,"CHANARIN-DORFMAN_SYNDROME__CDS","abhydrolase_domain_containing_5"
"ABHD6",51.9191768681366,-0.00727755614935953,0.159829236423699,0.922580101111869,NA,".","abhydrolase_domain_containing_6"
"ABHD8",23.713518104388,-0.0160976210106572,0.17072865751261,0.788979661401038,NA,".","abhydrolase_domain_containing_8"
"ABI1",404.798631178416,0.0760969793227759,0.128167974504214,0.418004387635945,0.720929043056329,".","abl-interactor_1"
"ABI2",142.636463346321,0.0992574179745722,0.154313421195659,0.307824683697791,0.635092539914806,".","abl-interactor_2"
"ABL1",384.277200970696,0.0832333781183281,0.126801918197189,0.376012617469565,0.687853979940564,"LEUKEMIA__CHRONIC_MYELOID__CML","c-abl_oncogene_1__non-receptor_tyrosine_kinase"
"ABL2",110.12679989654,0.43205379367063,0.281537190964715,0.009623467440722,0.100025737338414,".","c-abl_oncogene_2__non-receptor_tyrosine_kinase"
"ABLIM1",33.8315282669525,-0.00505262234898818,0.16402269139884,0.940714357195697,NA,".","actin_binding_LIM_protein_1"
"ABT1",148.232846298106,-0.0841669521774605,0.153407360254281,0.373249583034126,0.686943669198927,".","activator_of_basal_transcription_1"
"ABTB1",42.1464982516917,-0.0483257264493102,0.168114891490101,0.525460466922527,NA,".","ankyrin_repeat_and_BTB__POZ__domain_containing_1"
"ABTB2",123.33409172048,0.0450701031586057,0.149542263554029,0.614048124411341,0.844515722302552,".","ankyrin_repeat_and_BTB__POZ__domain_containing_2"
"ACAA1",131.354733521748,-0.0980861540872941,0.161269359271168,0.305708376372,0.63388529710987,".","acetyl-CoA_acyltransferase_1"
"ACAA2",289.211018444468,-0.113230788675447,0.138933525750545,0.247857426550223,0.576476391444611,".","acetyl-CoA_acyltransferase_2"
"ACACA",241.183345925289,-0.200525457597431,0.166680185213321,0.0720815988285133,0.324193084586212,"ACETYL-CoA_CARBOXYLASE_DEFICIENCY__ACACAD","acetyl-CoA_carboxylase_alpha"
"ACACB",83.2974204259463,0.0702308925154017,0.161480635364114,0.430922690025868,0.728488500881603,".","acetyl-CoA_carboxylase_beta"
"ACAD10",46.0227362577412,-0.0682379156379787,0.173548482741746,0.390930203466551,NA,".","acyl-CoA_dehydrogenase_family__member_10"
"ACAD8",46.2905090433587,0.0981739327697161,0.191276714498697,0.227958745800903,NA,"ISOBUTYRYL-CoA_DEHYDROGENASE_DEFICIENCY","acyl-CoA_dehydrogenase_family__member_8"
"ACAD9",80.5734174515139,-0.0533061868216196,0.15807317952454,0.535841299483896,0.799021129253702,"ACYL-CoA_DEHYDROGENASE_FAMILY__MEMBER_9__DEFICIENCY_OF","acyl-CoA_dehydrogenase_family__member_9"
"ACADM",122.12670414417,0.0421782629131077,0.146134849529185,0.640275706215167,0.855758157794143,"ACYL-CoA_DEHYDROGENASE__MEDIUM-CHAIN__DEFICIENCY_OF__ACADMD","acyl-CoA_dehydrogenase__C-4_to_C-12_straight_chain"
"ACADS",26.709510369798,-0.0342542714558153,0.172996064923828,0.586538736855773,NA,"ACYL-CoA_DEHYDROGENASE__SHORT-CHAIN__DEFICIENCY_OF__ACADSD","acyl-CoA_dehydrogenase__C-2_to_C-3_short_chain"
"ACADSB",35.2594257021881,-0.0687356767150862,0.179328258677762,0.350936376926797,NA,"2-METHYLBUTYRYL-CoA_DEHYDROGENASE_DEFICIENCY","acyl-CoA_dehydrogenase__short_branched_chain"
"ACADVL",111.509411095567,0.0642336906070254,0.151520283513467,0.484084173178499,0.77039720551997,"ACYL-CoA_DEHYDROGENASE__VERY_LONG-CHAIN__DEFICIENCY_OF__ACADVLD","acyl-CoA_dehydrogenase__very_long_chain"
"ACAP1",24.1853162197325,0.0136420694852523,0.172672934636747,0.808116617402414,NA,".","ArfGAP_with_coiled-coil__ankyrin_repeat_and_PH_domains_1"
"ACAP2",63.1213859933906,0.00765140629599075,0.158751562328079,0.923194135613516,NA,".","ArfGAP_with_coiled-coil__ankyrin_repeat_and_PH_domains_2"
"ACAP3",8.31198163910646,0.00399356235428432,0.17733973997382,0.921729561191218,NA,".","ArfGAP_with_coiled-coil__ankyrin_repeat_and_PH_domains_3"
"ACAT1",223.603337729043,-0.00266124684922958,0.129506318280819,0.975289595434524,0.990472905481688,"ALPHA-METHYLACETOACETIC_ACIDURIA","acetyl-CoA_acetyltransferase_1"
"ACAT2",334.02880812331,-0.130708183543911,0.144238805902876,0.19284253443672,0.513298831590916,".","acetyl-CoA_acetyltransferase_2"
"ACBD3",280.980373380453,-0.016953590168439,0.129753150827624,0.851150067805049,0.950776653997756,".","acyl-CoA_binding_domain_containing_3"
"ACBD4",56.4416698778224,0.027066609731167,0.159447274829206,0.734809488500112,NA,".","acyl-CoA_binding_domain_containing_4"
"ACBD5",253.56833280954,-0.114658836063607,0.149622461001827,0.248077664938305,0.576606432196963,".","acyl-CoA_binding_domain_containing_5"
"ACBD6",295.747500782353,0.101339133982478,0.151929357676054,0.300113579448392,0.627878072958322,".","acyl-CoA_binding_domain_containing_6"
"ASIC3",12.7655557400916,-0.0163124651110373,0.177000834827112,0.711525393439004,NA,".","acid-sensing__proton-gated__ion_channel_3"
"ACCS",24.931717477841,-0.034296702552991,0.173135737678563,0.584269599312877,NA,".","1-aminocyclopropane-1-carboxylate_synthase_homolog__Arabidopsis__non-functional"
"ACD",124.885211111003,-0.0136812331239787,0.144276045529634,0.875426358081617,0.959030617533556,".","adrenocortical_dysplasia_homolog__mouse"
"ACER2",42.3398646285661,-0.00177346825807518,0.166506536049527,0.976791297726826,NA,".","alkaline_ceramidase_2"
"ACER3",139.601176016843,-0.131050529370179,0.171071632489514,0.196634990608751,0.518154753500764,".","alkaline_ceramidase_3"
"ACIN1",60.2399041654269,-0.0871052580430648,0.178679122883844,0.302957418865678,NA,".","apoptotic_chromatin_condensation_inducer_1"
"ACLY",1126.13068615012,-0.0121451690211957,0.102653168955739,0.884790887824889,0.963120940933995,".","ATP_citrate_lyase"
"ACN9",234.410662714917,-0.0711472670444773,0.140100683791807,0.449852374499908,0.744650222152883,".","ACN9_homolog__S._cerevisiae"
"ACO1",85.9139550748962,-0.771371705337213,0.278628899066291,0.000301872238904877,0.00829151461683069,".","aconitase_1__soluble"
"ACO2",111.631467282016,-0.140930510294237,0.179829833192031,0.170510830515076,0.485672675903299,"INFANTILE_CEREBELLAR-RETINAL_DEGENERATION__ICRD","aconitase_2__mitochondrial"
"ACOT11",11.2292106195956,-0.0336499350327556,0.179242867040773,0.482686932295056,NA,".","acyl-CoA_thioesterase_11"
"ACOT13",608.062215941095,-0.237351108904785,0.159353912487915,0.0362020535267348,0.216051998931988,".","acyl-CoA_thioesterase_13"
"ACOT2",42.7125489454593,-0.0214149660686358,0.165733215924962,0.762093767810599,NA,".","acyl-CoA_thioesterase_2"
"ACOT4",15.0235249402496,-0.0188448874422048,0.17681263850841,0.68168955055243,NA,".","acyl-CoA_thioesterase_4"
"ACOT7",113.408940874841,0.0204359422033738,0.146439415528241,0.816951667133033,0.938089480741728,".","acyl-CoA_thioesterase_7"
"ACOT8",48.5068334708344,-0.239266373084832,0.322820831811082,0.042211255666953,NA,".","acyl-CoA_thioesterase_8"
"ACOT9",333.585745046457,-0.144820030139359,0.147105610567393,0.15632563859219,0.46797160620363,".","acyl-CoA_thioesterase_9"
"ACOX1",81.641088080325,-0.0458742386593399,0.15849367373791,0.584835881662126,0.829642020198536,"PEROXISOMAL_ACYL-CoA_OXIDASE_DEFICIENCY","acyl-CoA_oxidase_1__palmitoyl"
"ACOX3",12.3785329541788,-0.0193936001115653,0.176167486447705,0.686498982954466,NA,".","acyl-CoA_oxidase_3__pristanoyl"
"ACP1",2329.46565767799,0.175012441321837,0.117884093464896,0.0637713543155237,0.301157910198745,".","acid_phosphatase_1__soluble"
"ACP2",65.1866848023425,-0.126434988375732,0.196338034253306,0.17771064010294,NA,"ACID_PHOSPHATASE_DEFICIENCY","acid_phosphatase_2__lysosomal"
"ACP6",76.6695093071189,0.0104881319812925,0.152217120256251,0.901890323116772,NA,".","acid_phosphatase_6__lysophosphatidic"
"ACPL2",26.7733654624023,0.0131869991573616,0.170254015994152,0.830845857571551,NA,".","acid_phosphatase-like_2"
"ACSF2",29.4969569679587,-0.044751166233882,0.17367723925051,0.504900006242267,NA,".","acyl-CoA_synthetase_family_member_2"
"ACSF3",76.0052211323269,0.125350584666017,0.195876773491072,0.181198063197392,NA,"COMBINED_MALONIC_AND_METHYLMALONIC_ACIDURIA__CMAMMA","acyl-CoA_synthetase_family_member_3"
"ACSL1",39.6706120153852,0.057089734467183,0.172127626257935,0.452782569313139,NA,".","acyl-CoA_synthetase_long-chain_family_member_1"
"ACSL3",1068.4332095576,-0.0970514228653293,0.117399416832229,0.289269080121866,0.617636033413473,".","acyl-CoA_synthetase_long-chain_family_member_3"
"ACSL4",215.290005417046,-0.0192585078294474,0.132503569169974,0.831029483349628,0.944507454223632,"AMME_COMPLEX,MENTAL_RETARDATION__X-LINKED_63__MRX63","acyl-CoA_synthetase_long-chain_family_member_4"
"ACSM3",18.2901597464811,-0.127862660195877,0.233927915387258,0.0621426273072665,NA,".","acyl-CoA_synthetase_medium-chain_family_member_3"
"ACTA2",121.007610190926,0.169367193739816,0.191110891244985,0.119851126888871,0.413169823576944,"AORTIC_ANEURYSM__FAMILIAL_THORACIC_6__AAT6,MOYAMOYA_DISEASE_5__MYMY5,MULTISYSTEMIC_SMOOTH_MUSCLE_DYSFUNCTION_SYNDROME","actin__alpha_2__smooth_muscle__aorta"
"ACTB",23892.2575165435,0.0564716362729808,0.10514801515898,0.513145736357123,0.783383606133821,"BARAITSER-WINTER_SYNDROME_1__BRWS1,DYSTONIA__JUVENILE-ONSET","actin__beta"
"ACTG1",22382.4308314187,0.245523253569219,0.102415556590341,0.00533622225032219,0.0695523208106995,"BARAITSER-WINTER_SYNDROME_2__BRWS2,DEAFNESS__AUTOSOMAL_DOMINANT_20__DFNA20","actin__gamma_1"
"ACTL6A",90.9460359316689,-0.112304807441649,0.180680051929726,0.232969880236743,0.560298833940592,".","actin-like_6A"
"ACTN1",924.679672462639,-0.142176534786821,0.128296415980484,0.143061679398412,0.449100657340777,"BLEEDING_DISORDER__PLATELET-TYPE__15__BDPLT15","actinin__alpha_1"
"ACTN4",3011.6823602076,0.0189431154927066,0.0960152984272432,0.817463581576227,0.938089480741728,"FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_1__FSGS1","actinin__alpha_4"
"ACTR10",498.436150398538,0.086435184595125,0.136239837017795,0.36685239829729,0.680551403274534,".","actin-related_protein_10_homolog__S._cerevisiae"
"ACTR1A",176.804236851363,-0.0698573316486083,0.145411597003285,0.454983574789001,0.74902178850818,".","ARP1_actin-related_protein_1_homolog_A__centractin_alpha__yeast"
"ACTR1B",68.4210159679349,-0.000237234483721381,0.15987589393002,0.995485313808675,NA,".","ARP1_actin-related_protein_1_homolog_B__centractin_beta__yeast"
"ACTR2",1475.43780226173,-0.0246454307108213,0.101870490007261,0.769201663509963,0.917076930883878,".","ARP2_actin-related_protein_2_homolog__yeast"
"ACTR3",1119.47025930818,0.0124381356327124,0.105686880657402,0.886160186173674,0.963356698743193,".","ARP3_actin-related_protein_3_homolog__yeast"
"ACTR3B",14.3847412918939,0.000984482231153145,0.174292522087631,0.986766769503217,NA,".","ARP3_actin-related_protein_3_homolog_B__yeast"
"ACTR5",49.0260463840866,-0.0110643604000436,0.162660144716599,0.878637737848622,NA,".","ARP5_actin-related_protein_5_homolog__yeast"
"ACTR6",228.656623785298,-0.187222616599439,0.168166127265002,0.0894011257008338,0.36009093707808,".","ARP6_actin-related_protein_6_homolog__yeast"
"ACTR8",121.900677814878,0.10448303950106,0.172450438747474,0.270092449546507,0.599852300796074,".","ARP8_actin-related_protein_8_homolog__yeast"
"ACVR1",216.722359306909,-0.117448597184691,0.155188118030184,0.239394965285572,0.566704318476598,"FIBRODYSPLASIA_OSSIFICANS_PROGRESSIVA__FOP","activin_A_receptor__type_I"
"ACVR1B",133.136935594985,0.112691690404962,0.1676489891328,0.250913021061518,0.578206253733687,".","activin_A_receptor__type_IB"
"ACVR2A",91.7702660826914,0.0610573447098206,0.159955112957136,0.485120322015443,0.771251767345934,".","activin_A_receptor__type_IIA"
"ACVR2B",46.8498492620078,-0.0295847988612809,0.164796464945931,0.687764852868918,NA,"HETEROTAXY__VISCERAL__4__AUTOSOMAL__HTX4","activin_A_receptor__type_IIB"
"ACY1",22.0415752089903,-0.151731432469114,0.261818377485947,0.0406322215692774,NA,"AMINOACYLASE_1_DEFICIENCY","aminoacylase_1"
"ACYP1",91.6252823110451,0.331319370545318,0.306017939254539,0.0252147415012332,0.177343968201796,".","acylphosphatase_1__erythrocyte__common__type"
"ACYP2",57.5728811207048,-0.0216075944501025,0.15901322580382,0.78238680423048,NA,".","acylphosphatase_2__muscle_type"
"ADA",179.496507942491,-0.435401094685514,0.249040023146148,0.00676921693683648,0.0816944199580802,"SEVERE_COMBINED_IMMUNODEFICIENCY__AUTOSOMAL_RECESSIVE__T_CELL-NEGATIVE_","adenosine_deaminase"
"ADAL",27.7372153629364,-0.0368575502098174,0.172644346250868,0.569606722972343,NA,".","adenosine_deaminase-like"
"ADAM1A",20.6254661299909,-0.0187764808702981,0.17242262040037,0.743883275666483,NA,".","ADAM_metallopeptidase_domain_1A__pseudogene"
"ADAM10",384.599022893379,-0.130203380927271,0.14090592275288,0.19161327128436,0.512619240261251,".","ADAM_metallopeptidase_domain_10"
"ADAM11",7.57658929030828,-0.0109664340848815,0.178131661104018,0.769608203700552,NA,".","ADAM_metallopeptidase_domain_11"
"ADAM15",153.924402218759,0.174695506945326,0.193294441383653,0.112099354162178,0.399863979789226,".","ADAM_metallopeptidase_domain_15"
"ADAM17",298.044984878539,0.183899042121775,0.162980495789315,0.0920961935235521,0.36550481455253,"INFLAMMATORY_SKIN_AND_BOWEL_DISEASE__NEONATAL__NISBD","ADAM_metallopeptidase_domain_17"
"ADAM19",24.403203970117,-0.0238412165981472,0.173199408911466,0.678056642449424,NA,".","ADAM_metallopeptidase_domain_19"
"ADAM23",51.5785518312389,-0.0952642271937714,0.183236185967418,0.264988434329527,NA,".","ADAM_metallopeptidase_domain_23"
"ADAM9",579.302967733281,-0.0414752797426366,0.110547997755178,0.636758787571589,0.853897256703039,"CONE-ROD_DYSTROPHY_9__CORD9","ADAM_metallopeptidase_domain_9"
"ADAMTS10",99.1016661671433,0.075244710588264,0.157665166772428,0.413503101453751,0.718385203857596,"WEILL-MARCHESANI_SYNDROME_1__WMS1","ADAM_metallopeptidase_with_thrombospondin_type_1_motif__10"
"ADAMTS12",18.9043109581069,0.0701744548042952,0.188964673847601,0.248431875105462,NA,".","ADAM_metallopeptidase_with_thrombospondin_type_1_motif__12"
"ADAMTS15",25.190325316375,0.148461917078805,0.248275560609919,0.0651005645196785,NA,".","ADAM_metallopeptidase_with_thrombospondin_type_1_motif__15"
"ADAMTS6",10.8461555168347,0.0955614888729054,0.213046628513425,0.0516927623620291,NA,".","ADAM_metallopeptidase_with_thrombospondin_type_1_motif__6"
"ADAMTS7",20.1000001735538,0.0845632728026055,0.196771409950056,0.182098833410748,NA,".","ADAM_metallopeptidase_with_thrombospondin_type_1_motif__7"
"ADAMTSL5",12.2437084756492,0.00499651706329464,0.176061668658295,0.911338516844914,NA,".","ADAMTS-like_5"
"ADAP1",8.16587228552391,-0.0183415588583397,0.178861436809339,0.631489501978964,NA,".","ArfGAP_with_dual_PH_domains_1"
"ADAP2",9.01960370944227,-0.0105048838529184,0.177342178146378,0.794718528961849,NA,".","ArfGAP_with_dual_PH_domains_2"
"ADAR",2081.83595890775,0.368448433826701,0.120713123567721,0.00037599620971312,0.00984083252490122,"AICARDI-GOUTIERES_SYNDROME_6__AGS6,DYSCHROMATOSIS_SYMMETRICA_HEREDITARIA__DSH","adenosine_deaminase__RNA-specific"
"ADARB1",7.76145936716242,0.0419938420444673,0.184351543268858,0.291393945035634,NA,".","adenosine_deaminase__RNA-specific__B1"
"ADAT1",64.7911809634031,-0.114822938191871,0.188021390595981,0.212921484655123,NA,".","adenosine_deaminase__tRNA-specific_1"
"ADAT2",26.6866836710774,-0.00852248892304143,0.171124464237601,0.883065021166593,NA,".","adenosine_deaminase__tRNA-specific_2"
"ADCK1",15.391916590239,-0.0584806349012265,0.186673391633543,0.267494334023675,NA,".","aarF_domain_containing_kinase_1"
"ADCK2",56.5004142475067,-0.111774821642799,0.19548638349781,0.196717846641482,NA,".","aarF_domain_containing_kinase_2"
"ADCK3",35.4036717728724,0.0425252868996457,0.1692925217889,0.560223525660771,NA,"COENZYME_Q10_DEFICIENCY__PRIMARY__4__COQ10D4","aarF_domain_containing_kinase_3"
"ADCK4",121.034552323782,0.102745498497976,0.166926609867032,0.283850480908109,0.612128915975562,".","aarF_domain_containing_kinase_4"
"ADCK5",13.612874585702,-0.038114067970857,0.180430407662341,0.430072395817126,NA,".","aarF_domain_containing_kinase_5"
"ADCY3",107.399349060461,-0.104627338921842,0.169180810191171,0.272809751626201,0.601425570391504,".","adenylate_cyclase_3"
"ADCY6",45.142657396201,0.0220193771002914,0.165010891897295,0.761123090209141,NA,".","adenylate_cyclase_6"
"ADCY7",85.9644918537054,0.0882649168090344,0.168694833939135,0.332723617587656,0.653328766475616,".","adenylate_cyclase_7"
"ADCY9",36.351479949048,-0.0286780456887896,0.168352594691717,0.674696882543811,NA,".","adenylate_cyclase_9"
"ADD1",276.237578617042,-0.0320684764248988,0.127078068209875,0.724708633004185,0.898349757671746,".","adducin_1__alpha"
"ADD2",172.321452748951,0.0183884128570277,0.140997065738359,0.838731839167821,0.947142985855532,".","adducin_2__beta"
"ADD3",34.8212349394158,-0.097507182675729,0.197915235543396,0.189576303663137,NA,".","adducin_3__gamma"
"ADH5",845.081282917919,-0.0961064626079412,0.120501897823543,0.299264825531461,0.62736859847972,".","alcohol_dehydrogenase_5__class_III__chi_polypeptide"
"ADI1",567.849112042488,0.509515664936138,0.215739613472821,0.00148439050676066,0.0277981980820668,".","acireductone_dioxygenase_1"
"ADIPOR1",179.174599065524,-0.0679181256144768,0.146401811648,0.465708901982873,0.756109844101241,".","adiponectin_receptor_1"
"ADIPOR2",337.592637830376,-0.0915761878001637,0.135572476023014,0.338789404637314,0.659071805976531,".","adiponectin_receptor_2"
"ADK",56.5759728447344,-0.00785683387093497,0.160884872468328,0.914574462668275,NA,"HYPERMETHIONINEMIA_DUE_TO_ADENOSINE_KINASE_DEFICIENCY","adenosine_kinase"
"ADM",849.835823785362,0.75764697263335,0.163793354759516,2.58874387899914e-07,1.72151467953443e-05,".","adrenomedullin"
"ADNP",188.939041239326,0.173088858000231,0.179501916937906,0.114087464573125,0.40314115102388,".","activity-dependent_neuroprotector_homeobox"
"ADNP2",333.402359626365,0.651683870856824,0.217266618618775,0.000182347576064725,0.00547630946181481,".","ADNP_homeobox_2"
"ADO",114.961838784352,0.0801045260210431,0.165036634844851,0.374682699775371,0.687804121707465,".","2-aminoethanethiol__cysteamine__dioxygenase"
"ADORA2B",39.6365079879764,-0.0644301718257821,0.176282312200852,0.388530517942348,NA,".","adenosine_A2b_receptor"
"ADPGK",106.528250633288,0.026939701208281,0.150443384571232,0.755936868345526,0.910901404815923,".","ADP-dependent_glucokinase"
"ADPRH",7.20555453782337,-0.0261543660757442,0.180226905470658,0.495852410065076,NA,".","ADP-ribosylarginine_hydrolase"
